소방서,연월,시간대,지역,이송수,출동수,평균기온
강남소방서,201701,0.0,서울,31.0,114,-2.6322580645161286
강남소방서,201701,1.0,서울,23.0,95,-2.92258064516129
강남소방서,201701,2.0,서울,26.0,73,-3.196774193548387
강남소방서,201701,3.0,서울,23.0,81,-3.541935483870968
강남소방서,201701,4.0,서울,28.0,63,-3.9516129032258074
강남소방서,201701,5.0,서울,10.0,54,-4.283870967741936
강남소방서,201701,6.0,서울,25.0,81,-4.52258064516129
강남소방서,201701,7.0,서울,33.0,77,-4.648387096774194
강남소방서,201701,8.0,서울,53.0,107,-4.767741935483872
강남소방서,201701,9.0,서울,64.0,120,-4.196774193548388
강남소방서,201701,10.0,서울,55.0,136,-2.6193548387096777
강남소방서,201701,11.0,서울,40.0,110,-1.0032258064516129
강남소방서,201701,12.0,서울,49.0,110,0.0999999999999999
강남소방서,201701,13.0,서울,41.0,113,1.1580645161290322
강남소방서,201701,14.0,서울,49.0,127,1.8774193548387093
강남소방서,201701,15.0,서울,39.0,121,2.141935483870968
강남소방서,201701,16.0,서울,44.0,108,2.05483870967742
강남소방서,201701,17.0,서울,47.0,119,1.164516129032258
강남소방서,201701,18.0,서울,47.0,109,-0.0129032258064516
강남소방서,201701,19.0,서울,34.0,113,-0.6903225806451614
강남소방서,201701,20.0,서울,33.0,100,-1.3129032258064517
강남소방서,201701,21.0,서울,47.0,123,-1.812903225806452
강남소방서,201701,22.0,서울,26.0,97,-2.2225806451612904
강남소방서,201701,23.0,서울,22.0,132,-2.5870967741935487
강남소방서,201702,0.0,서울,32.0,85,-1.467857142857143
강남소방서,201702,1.0,서울,25.0,68,-1.7964285714285713
강남소방서,201702,2.0,서울,23.0,75,-2.1535714285714285
강남소방서,201702,3.0,서울,22.0,46,-2.4857142857142853
강남소방서,201702,4.0,서울,29.0,44,-2.9
강남소방서,201702,5.0,서울,27.0,53,-3.257142857142857
강남소방서,201702,6.0,서울,28.0,64,-3.5535714285714284
강남소방서,201702,7.0,서울,41.0,82,-3.878571428571429
강남소방서,201702,8.0,서울,79.0,116,-3.95
강남소방서,201702,9.0,서울,77.0,111,-2.7142857142857144
강남소방서,201702,10.0,서울,79.0,116,-0.9892857142857144
강남소방서,201702,11.0,서울,47.0,89,0.6428571428571429
강남소방서,201702,12.0,서울,45.0,103,1.7321428571428572
강남소방서,201702,13.0,서울,39.0,76,2.782142857142857
강남소방서,201702,14.0,서울,54.0,113,3.5107142857142857
강남소방서,201702,15.0,서울,32.0,72,3.789285714285714
강남소방서,201702,16.0,서울,45.0,84,3.803571428571429
강남소방서,201702,17.0,서울,58.0,93,3.4107142857142856
강남소방서,201702,18.0,서울,57.0,92,2.1214285714285714
강남소방서,201702,19.0,서울,48.0,104,1.207142857142857
강남소방서,201702,20.0,서울,44.0,103,0.5642857142857142
강남소방서,201702,21.0,서울,43.0,90,0.0928571428571428
강남소방서,201702,22.0,서울,50.0,112,-0.3071428571428571
강남소방서,201702,23.0,서울,36.0,96,-0.675
강남소방서,201703,0.0,서울,63.0,97,4.406451612903226
강남소방서,201703,1.0,서울,43.0,77,3.9129032258064513
강남소방서,201703,2.0,서울,28.0,53,3.496774193548388
강남소방서,201703,3.0,서울,50.0,66,3.1258064516129034
강남소방서,201703,4.0,서울,39.0,49,2.770967741935484
강남소방서,201703,5.0,서울,54.0,54,2.5354838709677416
강남소방서,201703,6.0,서울,49.0,64,2.303225806451613
강남소방서,201703,7.0,서울,60.0,84,2.06774193548387
강남소방서,201703,8.0,서울,83.0,110,2.7580645161290325
강남소방서,201703,9.0,서울,79.0,117,4.645161290322581
강남소방서,201703,10.0,서울,91.0,125,6.738709677419355
강남소방서,201703,11.0,서울,65.0,106,8.425806451612903
강남소방서,201703,12.0,서울,76.0,114,9.76774193548387
강남소방서,201703,13.0,서울,87.0,122,10.751612903225809
강남소방서,201703,14.0,서울,75.0,110,11.27741935483871
강남소방서,201703,15.0,서울,94.0,134,11.506451612903223
강남소방서,201703,16.0,서울,63.0,94,11.058064516129033
강남소방서,201703,17.0,서울,82.0,121,10.183870967741935
강남소방서,201703,18.0,서울,75.0,122,8.929032258064517
강남소방서,201703,19.0,서울,92.0,132,7.548387096774194
강남소방서,201703,20.0,서울,71.0,106,6.648387096774194
강남소방서,201703,21.0,서울,73.0,117,5.958064516129032
강남소방서,201703,22.0,서울,71.0,108,5.348387096774194
강남소방서,201703,23.0,서울,70.0,127,4.838709677419355
강남소방서,201704,0.0,서울,61.0,119,11.526666666666667
강남소방서,201704,1.0,서울,41.0,94,11.166666666666666
강남소방서,201704,2.0,서울,34.0,76,10.833333333333334
강남소방서,201704,3.0,서울,46.0,70,10.466666666666669
강남소방서,201704,4.0,서울,34.0,63,10.133333333333333
강남소방서,201704,5.0,서울,33.0,69,9.78
강남소방서,201704,6.0,서울,36.0,58,9.52
강남소방서,201704,7.0,서울,45.0,68,9.663333333333332
강남소방서,201704,8.0,서울,101.0,135,11.21
강남소방서,201704,9.0,서울,91.0,122,13.043333333333331
강남소방서,201704,10.0,서울,71.0,105,14.853333333333332
강남소방서,201704,11.0,서울,72.0,112,16.48
강남소방서,201704,12.0,서울,66.0,116,17.673333333333336
강남소방서,201704,13.0,서울,79.0,138,18.21333333333333
강남소방서,201704,14.0,서울,73.0,122,18.746666666666663
강남소방서,201704,15.0,서울,90.0,137,18.90333333333333
강남소방서,201704,16.0,서울,72.0,124,18.446666666666665
강남소방서,201704,17.0,서울,59.0,107,17.743333333333332
강남소방서,201704,18.0,서울,61.0,122,16.62333333333333
강남소방서,201704,19.0,서울,72.0,113,15.203333333333337
강남소방서,201704,20.0,서울,80.0,121,14.106666666666666
강남소방서,201704,21.0,서울,62.0,101,13.373333333333331
강남소방서,201704,22.0,서울,71.0,125,12.733333333333333
강남소방서,201704,23.0,서울,54.0,119,12.173333333333334
강남소방서,201705,0.0,서울,71.0,126,16.700000000000003
강남소방서,201705,1.0,서울,69.0,105,16.24516129032258
강남소방서,201705,2.0,서울,41.0,70,15.8
강남소방서,201705,3.0,서울,34.0,66,15.45483870967742
강남소방서,201705,4.0,서울,59.0,83,15.13225806451613
강남소방서,201705,5.0,서울,42.0,68,14.890322580645162
강남소방서,201705,6.0,서울,36.0,67,14.77741935483871
강남소방서,201705,7.0,서울,48.0,91,15.441935483870967
강남소방서,201705,8.0,서울,90.0,120,17.325806451612905
강남소방서,201705,9.0,서울,87.0,124,19.33870967741936
강남소방서,201705,10.0,서울,86.0,135,21.083870967741937
강남소방서,201705,11.0,서울,97.0,136,22.33870967741936
강남소방서,201705,12.0,서울,86.0,131,23.38064516129032
강남소방서,201705,13.0,서울,81.0,133,24.15806451612903
강남소방서,201705,14.0,서울,69.0,113,24.64516129032258
강남소방서,201705,15.0,서울,84.0,134,24.716129032258067
강남소방서,201705,16.0,서울,54.0,114,24.32258064516129
강남소방서,201705,17.0,서울,85.0,128,23.68064516129032
강남소방서,201705,18.0,서울,73.0,129,22.687096774193545
강남소방서,201705,19.0,서울,72.0,111,21.083870967741937
강남소방서,201705,20.0,서울,77.0,131,19.55806451612903
강남소방서,201705,21.0,서울,67.0,117,18.66774193548387
강남소방서,201705,22.0,서울,58.0,99,18.016129032258064
강남소방서,201705,23.0,서울,57.0,108,17.43548387096774
강남소방서,201706,0.0,서울,62.0,110,20.986666666666668
강남소방서,201706,1.0,서울,56.0,111,20.6
강남소방서,201706,2.0,서울,53.0,106,20.203333333333333
강남소방서,201706,3.0,서울,43.0,66,19.85333333333333
강남소방서,201706,4.0,서울,49.0,77,19.516666666666666
강남소방서,201706,5.0,서울,54.0,76,19.24333333333333
강남소방서,201706,6.0,서울,53.0,91,19.19
강남소방서,201706,7.0,서울,59.0,77,19.846666666666668
강남소방서,201706,8.0,서울,89.0,115,21.266666666666666
강남소방서,201706,9.0,서울,94.0,122,22.683333333333334
강남소방서,201706,10.0,서울,91.0,139,24.11
강남소방서,201706,11.0,서울,93.0,121,25.43
강남소방서,201706,12.0,서울,80.0,143,26.63
강남소방서,201706,13.0,서울,97.0,144,27.473333333333336
강남소방서,201706,14.0,서울,81.0,116,28.040000000000003
강남소방서,201706,15.0,서울,89.0,140,28.16
강남소방서,201706,16.0,서울,77.0,116,27.72
강남소방서,201706,17.0,서울,76.0,133,26.92
강남소방서,201706,18.0,서울,91.0,123,26.023333333333333
강남소방서,201706,19.0,서울,99.0,124,24.80333333333333
강남소방서,201706,20.0,서울,75.0,105,23.42
강남소방서,201706,21.0,서울,110.0,160,22.523333333333333
강남소방서,201706,22.0,서울,76.0,137,21.926666666666662
강남소방서,201706,23.0,서울,80.0,134,21.476666666666667
강남소방서,201707,0.0,서울,75.0,114,25.770967741935483
강남소방서,201707,1.0,서울,76.0,112,25.50967741935484
강남소방서,201707,2.0,서울,52.0,100,25.32258064516129
강남소방서,201707,3.0,서울,55.0,75,25.18064516129032
강남소방서,201707,4.0,서울,51.0,81,24.96451612903226
강남소방서,201707,5.0,서울,51.0,88,24.80967741935484
강남소방서,201707,6.0,서울,64.0,82,24.738709677419354
강남소방서,201707,7.0,서울,79.0,104,24.932258064516127
강남소방서,201707,8.0,서울,110.0,144,25.425806451612903
강남소방서,201707,9.0,서울,106.0,152,26.016129032258064
강남소방서,201707,10.0,서울,115.0,162,26.816129032258065
강남소방서,201707,11.0,서울,93.0,132,27.66774193548387
강남소방서,201707,12.0,서울,100.0,139,28.451612903225808
강남소방서,201707,13.0,서울,98.0,127,29.05483870967742
강남소방서,201707,14.0,서울,107.0,141,29.451612903225808
강남소방서,201707,15.0,서울,96.0,152,29.73548387096774
강남소방서,201707,16.0,서울,95.0,131,29.69032258064516
강남소방서,201707,17.0,서울,83.0,129,29.241935483870968
강남소방서,201707,18.0,서울,109.0,145,28.638709677419357
강남소방서,201707,19.0,서울,66.0,107,27.983870967741936
강남소방서,201707,20.0,서울,111.0,151,27.296774193548387
강남소방서,201707,21.0,서울,88.0,138,26.758064516129032
강남소방서,201707,22.0,서울,87.0,140,26.43548387096774
강남소방서,201707,23.0,서울,66.0,122,26.106451612903225
강남소방서,201708,0.0,서울,88.0,125,24.73548387096774
강남소방서,201708,1.0,서울,56.0,90,24.406451612903226
강남소방서,201708,2.0,서울,64.0,95,24.17419354838709
강남소방서,201708,3.0,서울,44.0,61,23.90322580645161
강남소방서,201708,4.0,서울,50.0,66,23.68064516129032
강남소방서,201708,5.0,서울,47.0,72,23.44516129032258
강남소방서,201708,6.0,서울,63.0,82,23.248387096774195
강남소방서,201708,7.0,서울,73.0,91,23.35483870967742
강남소방서,201708,8.0,서울,118.0,138,24.125806451612902
강남소방서,201708,9.0,서울,115.0,154,25.216129032258067
강남소방서,201708,10.0,서울,100.0,128,26.080645161290324
강남소방서,201708,11.0,서울,81.0,117,26.83870967741936
강남소방서,201708,12.0,서울,87.0,114,27.62258064516129
강남소방서,201708,13.0,서울,93.0,130,28.125806451612902
강남소방서,201708,14.0,서울,71.0,106,28.52258064516129
강남소방서,201708,15.0,서울,93.0,138,28.75483870967742
강남소방서,201708,16.0,서울,95.0,136,28.89032258064516
강남소방서,201708,17.0,서울,93.0,141,28.72903225806452
강남소방서,201708,18.0,서울,87.0,126,28.141935483870967
강남소방서,201708,19.0,서울,94.0,126,27.125806451612902
강남소방서,201708,20.0,서울,106.0,135,26.29032258064516
강남소방서,201708,21.0,서울,79.0,112,25.80322580645161
강남소방서,201708,22.0,서울,69.0,127,25.358064516129037
강남소방서,201708,23.0,서울,88.0,124,24.94193548387097
강남소방서,201709,0.0,서울,83.0,122,20.173333333333336
강남소방서,201709,1.0,서울,65.0,106,19.676666666666662
강남소방서,201709,2.0,서울,51.0,83,19.23
강남소방서,201709,3.0,서울,35.0,53,18.85333333333333
강남소방서,201709,4.0,서울,37.0,59,18.496666666666663
강남소방서,201709,5.0,서울,51.0,56,18.14
강남소방서,201709,6.0,서울,47.0,66,17.85
강남소방서,201709,7.0,서울,84.0,106,17.84333333333333
강남소방서,201709,8.0,서울,121.0,141,19.16333333333333
강남소방서,201709,9.0,서울,107.0,142,21.0
강남소방서,201709,10.0,서울,121.0,149,22.813333333333333
강남소방서,201709,11.0,서울,73.0,120,24.21
강남소방서,201709,12.0,서울,127.0,147,25.2
강남소방서,201709,13.0,서울,108.0,143,25.97
강남소방서,201709,14.0,서울,99.0,121,26.61
강남소방서,201709,15.0,서울,87.0,114,26.93
강남소방서,201709,16.0,서울,85.0,147,26.63
강남소방서,201709,17.0,서울,96.0,123,26.04827586206897
강남소방서,201709,18.0,서울,101.0,133,24.99333333333333
강남소방서,201709,19.0,서울,96.0,132,23.523333333333333
강남소방서,201709,20.0,서울,94.0,119,22.65
강남소방서,201709,21.0,서울,73.0,113,21.866666666666667
강남소방서,201709,22.0,서울,86.0,133,21.186666666666667
강남소방서,201709,23.0,서울,80.0,133,20.6
강남소방서,201710,0.0,서울,71.0,115,14.758064516129032
강남소방서,201710,1.0,서울,75.0,110,14.28064516129032
강남소방서,201710,2.0,서울,51.0,76,13.82258064516129
강남소방서,201710,3.0,서울,52.0,65,13.4
강남소방서,201710,4.0,서울,47.0,59,13.003225806451614
강남소방서,201710,5.0,서울,44.0,61,12.667741935483871
강남소방서,201710,6.0,서울,63.0,74,12.403225806451612
강남소방서,201710,7.0,서울,70.0,82,12.193548387096774
강남소방서,201710,8.0,서울,106.0,134,12.851612903225806
강남소방서,201710,9.0,서울,96.0,120,15.13225806451613
강남소방서,201710,10.0,서울,92.0,121,17.24516129032258
강남소방서,201710,11.0,서울,100.0,123,18.91935483870968
강남소방서,201710,12.0,서울,96.0,133,20.12258064516129
강남소방서,201710,13.0,서울,96.0,117,20.84193548387097
강남소방서,201710,14.0,서울,98.0,116,21.16774193548387
강남소방서,201710,15.0,서울,84.0,119,21.55333333333333
강남소방서,201710,16.0,서울,89.0,106,21.116666666666667
강남소방서,201710,17.0,서울,62.0,94,20.113333333333333
강남소방서,201710,18.0,서울,109.0,129,18.38387096774193
강남소방서,201710,19.0,서울,89.0,110,17.338709677419356
강남소방서,201710,20.0,서울,75.0,108,16.603225806451615
강남소방서,201710,21.0,서울,68.0,99,16.0
강남소방서,201710,22.0,서울,79.0,113,15.48709677419355
강남소방서,201710,23.0,서울,86.0,118,14.974193548387095
강남소방서,201711,0.0,서울,70.0,103,4.503333333333333
강남소방서,201711,1.0,서울,66.0,94,4.216666666666667
강남소방서,201711,2.0,서울,57.0,75,3.9166666666666665
강남소방서,201711,3.0,서울,47.0,57,3.683333333333333
강남소방서,201711,4.0,서울,45.0,59,3.4233333333333333
강남소방서,201711,5.0,서울,40.0,55,3.23
강남소방서,201711,6.0,서울,43.0,70,3.07
강남소방서,201711,7.0,서울,58.0,78,2.91
강남소방서,201711,8.0,서울,105.0,121,2.9200000000000004
강남소방서,201711,9.0,서울,103.0,127,3.84
강남소방서,201711,10.0,서울,79.0,112,5.406666666666666
강남소방서,201711,11.0,서울,102.0,123,7.013333333333334
강남소방서,201711,12.0,서울,92.0,119,8.226666666666667
강남소방서,201711,13.0,서울,75.0,111,9.256666666666666
강남소방서,201711,14.0,서울,94.0,133,9.713333333333331
강남소방서,201711,15.0,서울,100.0,135,9.713333333333331
강남소방서,201711,16.0,서울,71.0,102,9.26
강남소방서,201711,17.0,서울,68.0,107,8.136666666666667
강남소방서,201711,18.0,서울,95.0,140,7.1433333333333335
강남소방서,201711,19.0,서울,87.0,117,6.493333333333333
강남소방서,201711,20.0,서울,76.0,106,5.846666666666667
강남소방서,201711,21.0,서울,83.0,99,5.29
강남소방서,201711,22.0,서울,106.0,132,4.816666666666666
강남소방서,201711,23.0,서울,76.0,105,4.356666666666667
강남소방서,201712,0.0,서울,90.0,122,-2.680645161290323
강남소방서,201712,1.0,서울,77.0,119,-2.970967741935484
강남소방서,201712,2.0,서울,57.0,94,-3.2774193548387096
강남소방서,201712,3.0,서울,45.0,78,-3.4612903225806453
강남소방서,201712,4.0,서울,53.0,75,-3.674193548387097
강남소방서,201712,5.0,서울,62.0,76,-3.916129032258065
강남소방서,201712,6.0,서울,63.0,88,-4.141935483870968
강남소방서,201712,7.0,서울,87.0,112,-4.335483870967742
강남소방서,201712,8.0,서울,94.0,104,-4.422580645161291
강남소방서,201712,9.0,서울,116.0,141,-4.02258064516129
강남소방서,201712,10.0,서울,127.0,145,-2.770967741935484
강남소방서,201712,11.0,서울,96.0,127,-1.4903225806451614
강남소방서,201712,12.0,서울,104.0,125,-0.2806451612903226
강남소방서,201712,13.0,서울,93.0,111,0.5032258064516129
강남소방서,201712,14.0,서울,103.0,138,1.1806451612903226
강남소방서,201712,15.0,서울,91.0,127,1.435483870967742
강남소방서,201712,16.0,서울,84.0,125,1.1193548387096774
강남소방서,201712,17.0,서울,105.0,132,0.2258064516129033
강남소방서,201712,18.0,서울,71.0,129,-0.6225806451612903
강남소방서,201712,19.0,서울,89.0,122,-1.067741935483871
강남소방서,201712,20.0,서울,96.0,125,-1.4258064516129034
강남소방서,201712,21.0,서울,86.0,138,-1.7903225806451613
강남소방서,201712,22.0,서울,105.0,165,-2.074193548387097
강남소방서,201712,23.0,서울,88.0,132,-2.329032258064516
강남소방서,201801,0.0,서울,64.0,118,-4.935483870967742
강남소방서,201801,1.0,서울,79.0,106,-5.16774193548387
강남소방서,201801,2.0,서울,59.0,75,-5.438709677419355
강남소방서,201801,3.0,서울,42.0,80,-5.606451612903226
강남소방서,201801,4.0,서울,49.0,70,-5.738709677419355
강남소방서,201801,5.0,서울,61.0,75,-5.993548387096775
강남소방서,201801,6.0,서울,78.0,92,-6.199999999999999
강남소방서,201801,7.0,서울,73.0,98,-6.435483870967742
강남소방서,201801,8.0,서울,86.0,108,-6.561290322580645
강남소방서,201801,9.0,서울,128.0,152,-6.125806451612903
강남소방서,201801,10.0,서울,96.0,125,-4.745161290322581
강남소방서,201801,11.0,서울,90.0,127,-3.296774193548387
강남소방서,201801,12.0,서울,109.0,145,-2.0451612903225804
강남소방서,201801,13.0,서울,106.0,144,-1.3096774193548388
강남소방서,201801,14.0,서울,126.0,153,-0.6548387096774194
강남소방서,201801,15.0,서울,104.0,152,-0.4580645161290323
강남소방서,201801,16.0,서울,74.0,107,-0.5580645161290322
강남소방서,201801,17.0,서울,70.0,96,-1.4225806451612903
강남소방서,201801,18.0,서울,106.0,135,-2.438709677419354
강남소방서,201801,19.0,서울,83.0,112,-3.0612903225806454
강남소방서,201801,20.0,서울,80.0,101,-3.532258064516129
강남소방서,201801,21.0,서울,83.0,113,-3.925806451612903
강남소방서,201801,22.0,서울,82.0,131,-4.325806451612903
강남소방서,201801,23.0,서울,73.0,125,-4.658064516129032
강남소방서,201802,0.0,서울,56.0,85,-3.1714285714285717
강남소방서,201802,1.0,서울,48.0,73,-3.4964285714285714
강남소방서,201802,2.0,서울,41.0,78,-3.767857142857143
강남소방서,201802,3.0,서울,44.0,68,-3.985714285714285
강남소방서,201802,4.0,서울,36.0,63,-4.25
강남소방서,201802,5.0,서울,44.0,67,-4.467857142857143
강남소방서,201802,6.0,서울,43.0,72,-4.721428571428571
강남소방서,201802,7.0,서울,49.0,66,-4.946428571428571
강남소방서,201802,8.0,서울,104.0,133,-4.960714285714286
강남소방서,201802,9.0,서울,104.0,125,-4.2
강남소방서,201802,10.0,서울,82.0,112,-2.332142857142857
강남소방서,201802,11.0,서울,103.0,131,-0.625
강남소방서,201802,12.0,서울,93.0,121,0.7535714285714287
강남소방서,201802,13.0,서울,81.0,114,1.5892857142857142
강남소방서,201802,14.0,서울,85.0,102,2.2178571428571425
강남소방서,201802,15.0,서울,101.0,133,2.6678571428571423
강남소방서,201802,16.0,서울,66.0,99,2.5357142857142856
강남소방서,201802,17.0,서울,91.0,118,1.775
강남소방서,201802,18.0,서울,69.0,112,0.7035714285714285
강남소방서,201802,19.0,서울,85.0,128,-0.3035714285714285
강남소방서,201802,20.0,서울,54.0,85,-1.0107142857142857
강남소방서,201802,21.0,서울,68.0,100,-1.5035714285714286
강남소방서,201802,22.0,서울,78.0,101,-1.989285714285714
강남소방서,201802,23.0,서울,67.0,109,-2.4642857142857144
강남소방서,201803,0.0,서울,71.0,111,6.025806451612904
강남소방서,201803,1.0,서울,72.0,93,5.72258064516129
강남소방서,201803,2.0,서울,59.0,86,5.451612903225806
강남소방서,201803,3.0,서울,67.0,102,5.225806451612903
강남소방서,201803,4.0,서울,52.0,66,5.054838709677419
강남소방서,201803,5.0,서울,48.0,70,4.964516129032258
강남소방서,201803,6.0,서울,60.0,79,4.838709677419355
강남소방서,201803,7.0,서울,69.0,89,4.729032258064516
강남소방서,201803,8.0,서울,110.0,134,5.074193548387097
강남소방서,201803,9.0,서울,91.0,131,6.22258064516129
강남소방서,201803,10.0,서울,87.0,128,7.803225806451613
강남소방서,201803,11.0,서울,86.0,104,9.44516129032258
강남소방서,201803,12.0,서울,74.0,110,10.83548387096774
강남소방서,201803,13.0,서울,82.0,125,11.748387096774191
강남소방서,201803,14.0,서울,98.0,136,12.412903225806453
강남소방서,201803,15.0,서울,88.0,123,12.67741935483871
강남소방서,201803,16.0,서울,80.0,114,12.6
강남소방서,201803,17.0,서울,97.0,125,11.851612903225806
강남소방서,201803,18.0,서울,88.0,121,10.648387096774194
강남소방서,201803,19.0,서울,99.0,125,9.374193548387098
강남소방서,201803,20.0,서울,87.0,126,8.47741935483871
강남소방서,201803,21.0,서울,76.0,124,7.84516129032258
강남소방서,201803,22.0,서울,72.0,116,7.267741935483872
강남소방서,201803,23.0,서울,70.0,117,6.770967741935484
강남소방서,201804,0.0,서울,89.0,101,10.953333333333337
강남소방서,201804,1.0,서울,58.0,90,10.52
강남소방서,201804,2.0,서울,32.0,67,10.126666666666669
강남소방서,201804,3.0,서울,56.0,74,9.746666666666666
강남소방서,201804,4.0,서울,41.0,65,9.383333333333333
강남소방서,201804,5.0,서울,48.0,64,8.983333333333333
강남소방서,201804,6.0,서울,47.0,80,8.696666666666665
강남소방서,201804,7.0,서울,53.0,83,8.796666666666665
강남소방서,201804,8.0,서울,92.0,104,9.936666666666667
강남소방서,201804,9.0,서울,110.0,130,11.716666666666669
강남소방서,201804,10.0,서울,88.0,124,13.4
강남소방서,201804,11.0,서울,87.0,127,14.876666666666669
강남소방서,201804,12.0,서울,100.0,133,16.113333333333333
강남소방서,201804,13.0,서울,108.0,121,17.073333333333334
강남소방서,201804,14.0,서울,84.0,122,17.646666666666665
강남소방서,201804,15.0,서울,95.0,134,17.7
강남소방서,201804,16.0,서울,63.0,91,17.5
강남소방서,201804,17.0,서울,95.0,119,17.016666666666666
강남소방서,201804,18.0,서울,94.0,126,16.0
강남소방서,201804,19.0,서울,98.0,135,14.596666666666666
강남소방서,201804,20.0,서울,73.0,104,13.513333333333332
강남소방서,201804,21.0,서울,87.0,112,12.73
강남소방서,201804,22.0,서울,92.0,128,12.14
강남소방서,201804,23.0,서울,91.0,128,11.586666666666668
강남소방서,201805,0.0,서울,83.0,118,16.20967741935484
강남소방서,201805,1.0,서울,71.0,99,15.787096774193548
강남소방서,201805,2.0,서울,65.0,91,15.393548387096772
강남소방서,201805,3.0,서울,45.0,75,15.05483870967742
강남소방서,201805,4.0,서울,34.0,61,14.725806451612904
강남소방서,201805,5.0,서울,44.0,63,14.470967741935484
강남소방서,201805,6.0,서울,53.0,79,14.303225806451612
강남소방서,201805,7.0,서울,67.0,94,14.674193548387096
강남소방서,201805,8.0,서울,96.0,131,15.987096774193548
강남소방서,201805,9.0,서울,117.0,142,17.416129032258063
강남소방서,201805,10.0,서울,104.0,137,18.75483870967742
강남소방서,201805,11.0,서울,113.0,142,19.9741935483871
강남소방서,201805,12.0,서울,119.0,155,20.85483870967742
강남소방서,201805,13.0,서울,107.0,135,21.67419354838709
강남소방서,201805,14.0,서울,90.0,138,22.12258064516129
강남소방서,201805,15.0,서울,107.0,123,22.238709677419354
강남소방서,201805,16.0,서울,85.0,133,22.038709677419355
강남소방서,201805,17.0,서울,84.0,107,21.825806451612905
강남소방서,201805,18.0,서울,81.0,104,21.30967741935484
강남소방서,201805,19.0,서울,87.0,129,20.03548387096774
강남소방서,201805,20.0,서울,107.0,129,18.68064516129032
강남소방서,201805,21.0,서울,92.0,103,17.86774193548387
강남소방서,201805,22.0,서울,96.0,142,17.287096774193547
강남소방서,201805,23.0,서울,94.0,132,16.77741935483871
강남소방서,201806,0.0,서울,66.0,107,20.93
강남소방서,201806,1.0,서울,63.0,99,20.546666666666667
강남소방서,201806,2.0,서울,50.0,78,20.206666666666667
강남소방서,201806,3.0,서울,65.0,87,19.84333333333333
강남소방서,201806,4.0,서울,61.0,80,19.563333333333333
강남소방서,201806,5.0,서울,63.0,74,19.28333333333333
강남소방서,201806,6.0,서울,67.0,79,19.126666666666665
강남소방서,201806,7.0,서울,71.0,97,19.62333333333333
강남소방서,201806,8.0,서울,105.0,149,20.97
강남소방서,201806,9.0,서울,130.0,166,22.39333333333333
강남소방서,201806,10.0,서울,102.0,133,23.72
강남소방서,201806,11.0,서울,129.0,148,24.91333333333333
강남소방서,201806,12.0,서울,119.0,141,25.966666666666665
강남소방서,201806,13.0,서울,87.0,130,26.82333333333333
강남소방서,201806,14.0,서울,107.0,142,27.456666666666667
강남소방서,201806,15.0,서울,91.0,135,27.683333333333334
강남소방서,201806,16.0,서울,87.0,120,27.60666666666667
강남소방서,201806,17.0,서울,94.0,120,27.08
강남소방서,201806,18.0,서울,89.0,141,26.23333333333333
강남소방서,201806,19.0,서울,94.0,132,25.06
강남소방서,201806,20.0,서울,78.0,119,23.78666666666667
강남소방서,201806,21.0,서울,72.0,117,22.826666666666664
강남소방서,201806,22.0,서울,79.0,131,22.1
강남소방서,201806,23.0,서울,81.0,114,21.540000000000003
강남소방서,201807,0.0,서울,94.0,123,26.01290322580645
강남소방서,201807,1.0,서울,81.0,107,25.61935483870968
강남소방서,201807,2.0,서울,49.0,85,25.293548387096774
강남소방서,201807,3.0,서울,55.0,79,25.041935483870965
강남소방서,201807,4.0,서울,45.0,76,24.76774193548387
강남소방서,201807,5.0,서울,42.0,72,24.538709677419355
강남소방서,201807,6.0,서울,81.0,104,24.39354838709677
강남소방서,201807,7.0,서울,82.0,97,24.712903225806453
강남소방서,201807,8.0,서울,156.0,179,25.787096774193547
강남소방서,201807,9.0,서울,119.0,169,26.958064516129035
강남소방서,201807,10.0,서울,122.0,166,28.08709677419355
강남소방서,201807,11.0,서울,119.0,155,29.02258064516129
강남소방서,201807,12.0,서울,123.0,147,29.906451612903226
강남소방서,201807,13.0,서울,105.0,154,30.62903225806452
강남소방서,201807,14.0,서울,109.0,152,31.070967741935487
강남소방서,201807,15.0,서울,105.0,133,31.30322580645161
강남소방서,201807,16.0,서울,113.0,142,31.32258064516129
강남소방서,201807,17.0,서울,99.0,140,31.206451612903223
강남소방서,201807,18.0,서울,106.0,152,30.716129032258067
강남소방서,201807,19.0,서울,137.0,186,29.74516129032258
강남소방서,201807,20.0,서울,122.0,156,28.53548387096774
강남소방서,201807,21.0,서울,105.0,144,27.76451612903226
강남소방서,201807,22.0,서울,107.0,163,27.193548387096776
강남소방서,201807,23.0,서울,109.0,136,26.706451612903223
강남소방서,201808,0.0,서울,86.0,119,27.19032258064516
강남소방서,201808,1.0,서울,73.0,116,26.86774193548387
강남소방서,201808,2.0,서울,78.0,102,26.66774193548387
강남소방서,201808,3.0,서울,53.0,73,26.39032258064516
강남소방서,201808,4.0,서울,53.0,77,26.10322580645161
강남소방서,201808,5.0,서울,62.0,86,25.83870967741936
강남소방서,201808,6.0,서울,71.0,86,25.69677419354839
강남소방서,201808,7.0,서울,98.0,114,25.864516129032257
강남소방서,201808,8.0,서울,111.0,128,26.73548387096774
강남소방서,201808,9.0,서울,122.0,149,28.01935483870968
강남소방서,201808,10.0,서울,113.0,158,29.26774193548387
