              value  count     ratio
        오심/구토,기타,기침      9  0.000720
         두통,토혈,어지러움      9  0.000720
            정신장애,경련      9  0.000720
          두통,염좌,타박상      9  0.000720
     오심/구토,찰과상,어지러움      9  0.000720
       기타통증,염좌,전신쇠약      9  0.000720
            기타통증,발작      9  0.000720
       경련,그 밖의출혈,열상      9  0.000720
          두통,요통,비출혈      9  0.000720
         흉통,설사,어지러움      9  0.000720
           요통,고열,기침      9  0.000720
     기타통증,그 밖의출혈,탈구      9  0.000720
         두통,기타통증,설사      9  0.000720
          요통,고열,찰과상      9  0.000720
           흉통,복통,고열      9  0.000720
           흉통,기타,설사      9  0.000720
           토혈,경련/발작      9  0.000720
              고열,화상      9  0.000720
           두통,복통,토혈      9  0.000720
        실신,고열,경련/발작      9  0.000720
              복통,마비      9  0.000720
       찰과상,기타,경련/발작      9  0.000720
      두통,전신쇠약,경련/발작      9  0.000720
      그 밖의출혈,염좌,찰과상      9  0.000720
              고열,염좌      9  0.000720
         요통,배뇨장애,기타      9  0.000720
        실신,기타,경련/발작      9  0.000720
       흉통,심계항진,전신쇠약      9  0.000720
      흉통,기타통증,가슴불편감      9  0.000720
         전신쇠약,오심,혈변      9  0.000720
           골절,탈구,기타      9  0.000720
         찰과상,타박상,구토      9  0.000720
      의식장애,비출혈,호흡곤란      9  0.000720
           요통,실신,기타      9  0.000720
            기도이물,고열      9  0.000720
           복통,실신,고열      9  0.000720
       의식장애,호흡곤란,기침      9  0.000720
           실신,기타,구토      9  0.000720
          비출혈,경련/발작      9  0.000720
           두통,실신,구토      9  0.000720
           흉통,고열,기침      9  0.000720
          찰과상,기타,오심      9  0.000720
         복통,기타출혈,고열      9  0.000720
         고열,열상,어지러움      9  0.000720
       두통,타박상,경련/발작      9  0.000720
       기타통증,의식장애,실신      9  0.000720
        복통,설사,가슴불편감      9  0.000720
        기타,기침,경련/발작      9  0.000720
        의식장애,골절,찰과상      9  0.000720
     기타통증,호흡곤란,배뇨장애      9  0.000720
     두통,의식장애,그 밖의출혈      9  0.000720
         호흡곤란,열상,기타      9  0.000720
         요통,전신쇠약,오심      9  0.000720
         흉통,복통,심계항진      9  0.000720
       실신,심계항진,어지러움      9  0.000720
         전신쇠약,설사,혈변      9  0.000720
         탈구,그밖의통증기타      9  0.000720
           실신,고열,열상      9  0.000720
    기타통증,그밖의통증기타,혈변      9  0.000720
          두통,골절,찰과상      9  0.000720
        정신장애,찰과상,기타      9  0.000720
    기타통증,토혈,그밖의통증기타      9  0.000720
           복통,고열,혈변      9  0.000720
       의식장애,배뇨장애,고열      9  0.000720
         의식장애,실신,열상      9  0.000720
              골절,절단      9  0.000720
              실신,발작      8  0.000640
        복통,기타통증,비출혈      8  0.000640
       호흡곤란,객혈,전신쇠약      8  0.000640
      흉통,심계항진,오심/구토      8  0.000640
           실신,발작,경련      8  0.000640
    정신장애,오심/구토,전신쇠약      8  0.000640
           오심/구토,변비      8  0.000640
      의식장애,전신쇠약,타박상      8  0.000640
         심정지,그 밖의출혈      8  0.000640
             심정지,골절      8  0.000640
      흉통,오심/구토,전신쇠약      8  0.000640
         고열,경련,전신쇠약      8  0.000640
        토혈,오심/구토,기타      8  0.000640
           고열,기타,변비      8  0.000640
      기타통증,저체온증,찰과상      8  0.000640
           골절,염좌,기타      8  0.000640
    심계항진,호흡곤란,오심/구토      8  0.000640
        요통,오심/구토,고열      8  0.000640
         오심/구토,기타출혈      8  0.000640
         골절,열상,압궤손상      8  0.000640
     토혈,그 밖의출혈,전신쇠약      8  0.000640
       그 밖의출혈,기타,설사      8  0.000640
       기타통증,정신장애,열상      8  0.000640
    두통,오심/구토,그 밖의출혈      8  0.000640
         요통,비출혈,찰과상      8  0.000640
          호흡곤란,저체온증      8  0.000640
       기타이물질,열상,찰과상      8  0.000640
       의식장애,정신장애,기타      8  0.000640
      기타통증,기타이물질,열상      8  0.000640
      전신쇠약,경련/발작,오심      8  0.000640
            배뇨장애,오심      8  0.000640
        복통,기타이물질,설사      8  0.000640
        기타통증,타박상,오심      8  0.000640
         기타통증,열상,구토      8  0.000640
            기타출혈,고열      8  0.000640
        의식장애,타박상,구토      8  0.000640
    심계항진,전신쇠약,가슴불편감      8  0.000640
       기타통증,전신쇠약,마비      8  0.000640
              요통,토혈      8  0.000640
      열상,어지러움,경련/발작      8  0.000640
         호흡곤란,토혈,혈변      8  0.000640
        비출혈,어지러움,오심      8  0.000640
     기타통증,심계항진,전신쇠약      8  0.000640
       복통,그 밖의출혈,오심      8  0.000640
        비출혈,열상,어지러움      8  0.000640
       심계항진,어지러움,구토      8  0.000640
           토혈,오심,혈변      8  0.000640
         정신장애,기타,오심      8  0.000640
         의식장애,실신,고열      8  0.000640
     호흡곤란,고열,그 밖의출혈      8  0.000640
         기침,설사,어지러움      8  0.000640
           설사,경련/발작      8  0.000640
        기타통증,비출혈,고열      8  0.000640
      두통,심계항진,가슴불편감      8  0.000640
       심계항진,고열,어지러움      8  0.000640
      복통,전신쇠약,가슴불편감      8  0.000640
         정신장애,오심,구토      8  0.000640
      정신장애,심정지,호흡정지      8  0.000640
      의식장애,경련/발작,오심      8  0.000640
       호흡곤란,전신쇠약,마비      8  0.000640
        기타,경련/발작,마비      8  0.000640
         요통,전신쇠약,설사      8  0.000640
         실신,토혈,어지러움      8  0.000640
         기타통증,객혈,기타      8  0.000640
         기타통증,실신,오심      8  0.000640
       의식장애,호흡곤란,객혈      8  0.000640
           두통,흉통,구토      8  0.000640
      전신쇠약,설사,가슴불편감      8  0.000640
       흉통,기타통증,의식장애      8  0.000640
           두통,열상,구토      8  0.000640
     의식장애,저체온증,전신쇠약      8  0.000640
            전신쇠약,화상      8  0.000640
          비출혈,골절,기타      8  0.000640
         복통,호흡곤란,혈변      8  0.000640
         흉통,호흡곤란,열상      8  0.000640
           두통,흉통,열상      8  0.000640
       호흡곤란,어지러움,혈변      8  0.000640
       호흡곤란,토혈,어지러움      8  0.000640
         전신쇠약,구토,마비      8  0.000640
         흉통,의식장애,기타      8  0.000640
     의식장애,고열,그 밖의출혈      8  0.000640
       요통,호흡곤란,어지러움      8  0.000640
        의식장애,비출혈,열상      8  0.000640
         두통,복통,배뇨장애      8  0.000640
         고열,어지러움,마비      8  0.000640
          비출혈,기타이물질      8  0.000640
         의식장애,토혈,기타      8  0.000640
       의식장애,호흡곤란,설사      8  0.000640
       복통,그 밖의출혈,구토      8  0.000640
           두통,요통,구토      8  0.000640
      토혈,오심/구토,어지러움      8  0.000640
