              value  count     ratio
      흉통,심계항진,가슴불편감     29  0.002320
      기타,어지러움,경련/발작     29  0.002320
           두통,실신,고열     29  0.002320
     의식장애,호흡곤란,기도이물     29  0.002320
       호흡곤란,전신쇠약,설사     29  0.002320
         복통,기타통증,실신     28  0.002240
         기타통증,탈구,염좌     28  0.002240
           심정지,호흡곤란     28  0.002240
        기타,어지러움,편마비     28  0.002240
          염좌,기타,타박상     28  0.002240
          두통,기타,편마비     28  0.002240
            의식장애,설사     28  0.002240
         두통,의식장애,오심     28  0.002240
         기타통증,고열,열상     28  0.002240
      기타통증,기타,가슴불편감     28  0.002240
            의식장애,혈변     28  0.002240
          두통,타박상,오심     28  0.002240
        실신,타박상,어지러움     28  0.002240
        그밖의통증기타,타박상     28  0.002240
           발작,고열,경련     27  0.002160
      비출혈,그 밖의출혈,기타     27  0.002160
         두통,기타통증,염좌     27  0.002160
       실신,호흡곤란,전신쇠약     27  0.002160
       두통,의식장애,전신쇠약     27  0.002160
             비출혈,골절     27  0.002160
    호흡곤란,오심/구토,전신쇠약     27  0.002160
          오심/구토,편마비     27  0.002160
        심정지,호흡정지,구토     27  0.002160
         요통,기타통증,오심     27  0.002160
              토혈,고열     27  0.002160
         두통,기타통증,구토     27  0.002160
      어지러움,가슴불편감,구토     27  0.002160
       기타통증,호흡곤란,기침     27  0.002160
  기타통증,정신장애,그밖의통증기타     27  0.002160
         복통,그밖의통증기타     27  0.002160
              요통,기침     26  0.002080
      의식장애,오심/구토,고열     26  0.002080
        흉통,오심/구토,기타     26  0.002080
          골절,염좌,찰과상     26  0.002080
           흉통,실신,기타     26  0.002080
     흉통,기타통증,그 밖의출혈     26  0.002080
         흉통,요통,호흡곤란     26  0.002080
          기타통증,저체온증     26  0.002080
          고열,열상,찰과상     26  0.002080
      실신,어지러움,가슴불편감     26  0.002080
          배뇨장애,어지러움     26  0.002080
        두통,기타,가슴불편감     26  0.002080
           복통,기침,설사     26  0.002080
          두통,실신,타박상     26  0.002080
       요통,호흡곤란,전신쇠약     26  0.002080
      찰과상,전신쇠약,어지러움     26  0.002080
       두통,의식장애,호흡곤란     26  0.002080
          실신,기타,타박상     26  0.002080
       흉통,의식장애,호흡곤란     26  0.002080
      기타통증,실신,오심/구토     25  0.002000
     기타통증,오심/구토,찰과상     25  0.002000
      기타통증,오심/구토,열상     25  0.002000
        두통,어지러움,편마비     25  0.002000
           의식장애,비출혈     25  0.002000
           흉통,복통,설사     25  0.002000
        호흡곤란,그 밖의출혈     25  0.002000
        실신,오심/구토,기타     25  0.002000
    의식장애,그 밖의출혈,찰과상     25  0.002000
       의식장애,호흡곤란,토혈     25  0.002000
  기타통증,기타이물질,그 밖의출혈     25  0.002000
       기타통증,호흡곤란,골절     25  0.002000
      고열,전신쇠약,경련/발작     25  0.002000
           토혈,오심,구토     25  0.002000
              요통,마비     25  0.002000
           골절,탈구,염좌     25  0.002000
       의식장애,실신,전신쇠약     25  0.002000
           두통,요통,오심     25  0.002000
        열상,찰과상,전신쇠약     25  0.002000
      심계항진,기타,가슴불편감     25  0.002000
       의식장애,어지러움,오심     25  0.002000
         흉통,어지러움,구토     25  0.002000
           두통,요통,열상     25  0.002000
       복통,그 밖의출혈,설사     24  0.001920
        복통,실신,오심/구토     24  0.001920
      두통,의식장애,오심/구토     24  0.001920
     복통,그 밖의출혈,전신쇠약     24  0.001920
      호흡곤란,오심/구토,고열     24  0.001920
              경련,열상     24  0.001920
        복통,오심/구토,변비     24  0.001920
     복통,배뇨장애,그 밖의출혈     24  0.001920
          기타출혈,분만진통     24  0.001920
        고열,찰과상,전신쇠약     24  0.001920
      그 밖의출혈,기타,타박상     24  0.001920
         복통,요통,배뇨장애     24  0.001920
          염좌,열상,타박상     24  0.001920
      그 밖의출혈,골절,찰과상     24  0.001920
         두통,의식장애,실신     24  0.001920
       기타통증,의식장애,고열     24  0.001920
         흉통,호흡곤란,구토     24  0.001920
       저체온증,기타,전신쇠약     24  0.001920
         복통,찰과상,타박상     24  0.001920
         요통,호흡곤란,기타     24  0.001920
           복통,고열,변비     24  0.001920
       의식장애,실신,호흡곤란     24  0.001920
            의식장애,발작     23  0.001840
       기타통증,열상,전신쇠약     23  0.001840
     기타통증,그 밖의출혈,염좌     23  0.001840
       요통,기타통증,의식장애     23  0.001840
            객혈,어지러움     23  0.001840
     그 밖의출혈,열상,전신쇠약     23  0.001840
         의식장애,발작,경련     23  0.001840
      두통,호흡곤란,오심/구토     23  0.001840
         기타,전신쇠약,변비     23  0.001840
     배뇨장애,그 밖의출혈,기타     23  0.001840
              객혈,토혈     23  0.001840
        정신장애,열상,찰과상     23  0.001840
        의식장애,열상,타박상     23  0.001840
       기타통증,실신,전신쇠약     23  0.001840
         흉통,기타통증,고열     23  0.001840
         흉통,실신,어지러움     23  0.001840
     복통,그 밖의출혈,어지러움     23  0.001840
         의식장애,구토,마비     23  0.001840
           기타,기침,오심     23  0.001840
              실신,마비     23  0.001840
       호흡곤란,배뇨장애,기타     23  0.001840
         요통,호흡곤란,고열     23  0.001840
         기타통증,기타,변비     23  0.001840
            발작,전신쇠약     22  0.001760
       심계항진,호흡곤란,고열     22  0.001760
      흉통,기타통증,오심/구토     22  0.001760
              열상,화상     22  0.001760
        두통,오심/구토,경련     22  0.001760
         흉통,실신,호흡곤란     22  0.001760
     기타통증,배뇨장애,전신쇠약     22  0.001760
        두통,흉통,오심/구토     22  0.001760
           객혈,기타,기침     22  0.001760
         요통,기타통증,실신     22  0.001760
           두통,구토,마비     22  0.001760
           기타이물질,오심     22  0.001760
          기타이물질,찰과상     22  0.001760
      전신쇠약,가슴불편감,오심     22  0.001760
          골절,찰과상,기타     22  0.001760
         기타통증,설사,구토     22  0.001760
   그 밖의출혈,전신쇠약,어지러움     22  0.001760
           고열,기타,마비     22  0.001760
         어지러움,오심,혈변     22  0.001760
      호흡곤란,가슴불편감,구토     22  0.001760
         두통,흉통,전신쇠약     22  0.001760
              기침,오심     22  0.001760
         기타,어지러움,혈변     22  0.001760
           흉통,기타,기침     22  0.001760
         호흡곤란,객혈,고열     22  0.001760
         기타,전신쇠약,혈변     22  0.001760
      복통,어지러움,가슴불편감     22  0.001760
        기타,가슴불편감,오심     22  0.001760
       의식장애,어지러움,구토     22  0.001760
           두통,열상,오심     22  0.001760
           흉통,복통,오심     22  0.001760
       복통,그 밖의출혈,열상     21  0.001680
            기타,사지마비     21  0.001680
       복통,배뇨장애,전신쇠약     21  0.001680
    복통,오심/구토,그 밖의출혈     21  0.001680
         두통,기타통증,기침     21  0.001680
       토혈,그 밖의출혈,기타     21  0.001680
        실신,찰과상,전신쇠약     21  0.001680
        의식장애,기타,편마비     21  0.001680
    의식장애,호흡곤란,오심/구토     21  0.001680
       복통,의식장애,전신쇠약     21  0.001680
       흉통,기타통증,심계항진     21  0.001680
       기타통증,심계항진,기타     21  0.001680
         두통,흉통,심계항진     21  0.001680
          골절,탈구,찰과상     21  0.001680
         실신,전신쇠약,설사     21  0.001680
           복통,토혈,설사     21  0.001680
              오심,혈변     21  0.001680
       기타이물질,그 밖의출혈     21  0.001680
       그 밖의출혈,경련/발작     21  0.001680
           토혈,기타,혈변     21  0.001680
          골절,탈구,타박상     21  0.001680
           요통,열상,기타     21  0.001680
           비출혈,호흡곤란     21  0.001680
         의식장애,기타,기침     21  0.001680
         흉통,찰과상,타박상     21  0.001680
         호흡곤란,고열,오심     21  0.001680
      실신,어지러움,경련/발작     21  0.001680
           복통,오심,혈변     21  0.001680
         복통,배뇨장애,설사     21  0.001680
           요통,오심,구토     21  0.001680
           기타,오심,마비     21  0.001680
       복통,호흡곤란,배뇨장애     21  0.001680
         호흡곤란,객혈,기타     21  0.001680
           발작,오심/구토     20  0.001600
         복통,기타통증,변비     20  0.001600
       요통,기타통증,배뇨장애     20  0.001600
           두통,기타이물질     20  0.001600
     정신장애,그 밖의출혈,열상     20  0.001600
             경련,편마비     20  0.001600
         정신장애,고열,기타     20  0.001600
           고열,경련,기타     20  0.001600
              고열,변비     20  0.001600
      기타,전신쇠약,경련/발작     20  0.001600
     기타통증,그 밖의출혈,절단     20  0.001600
            골절,전신쇠약     20  0.001600
              두통,염좌     20  0.001600
            정신장애,구토     20  0.001600
         전신쇠약,기침,설사     20  0.001600
    기타통증,호흡곤란,가슴불편감     20  0.001600
          그 밖의출혈,혈변     20  0.001600
        두통,기타,경련/발작     20  0.001600
      두통,의식장애,경련/발작     20  0.001600
            복통,저체온증     20  0.001600
         두통,의식장애,고열     20  0.001600
         비출혈,기타,타박상     20  0.001600
       정신장애,기타,어지러움     20  0.001600
       복통,기타통증,경추통증     20  0.001600
  기타통증,그밖의통증기타,압궤손상     20  0.001600
              발작,고열     19  0.001520
        복통,토혈,오심/구토     19  0.001520
         복통,기타통증,토혈     19  0.001520
    오심/구토,그 밖의출혈,열상     19  0.001520
       기타통증,의식장애,골절     19  0.001520
        복통,기타통증,타박상     19  0.001520
           흉통,복통,요통     19  0.001520
            염좌,어지러움     19  0.001520
          염좌,찰과상,기타     19  0.001520
          두통,비출혈,기타     19  0.001520
        의식장애,기타,타박상     19  0.001520
           기타이물질,기침     19  0.001520
            의식장애,화상     19  0.001520
        기타통증,탈구,타박상     19  0.001520
           두통,골절,열상     19  0.001520
         두통,호흡곤란,오심     19  0.001520
         두통,전신쇠약,마비     19  0.001520
         고열,전신쇠약,변비     19  0.001520
       두통,요통,그 밖의출혈     19  0.001520
           기침,가슴불편감     19  0.001520
            기타통증,혈변     19  0.001520
           복통,토혈,구토     19  0.001520
         호흡곤란,설사,구토     19  0.001520
       두통,실신,그 밖의출혈     19  0.001520
              탈구,열상     19  0.001520
       심정지,호흡정지,타박상     19  0.001520
    기타통증,그밖의통증기타,변비     19  0.001520
    기타통증,그밖의통증기타,마비     19  0.001520
      기타이물질,기타,전신쇠약     19  0.001520
      복통,오심/구토,배뇨장애     18  0.001440
          전신쇠약,사지마비     18  0.001440
         기타통증,고열,골절     18  0.001440
         기타통증,탈구,열상     18  0.001440
        두통,요통,오심/구토     18  0.001440
     두통,그 밖의출혈,어지러움     18  0.001440
           기타,기침,설사     18  0.001440
   기타통증,호흡곤란,그 밖의출혈     18  0.001440
          기도이물,전신쇠약     18  0.001440
            요통,정신장애     18  0.001440
              두통,골절     18  0.001440
        기타이물질,오심,구토     18  0.001440
              흉통,설사     18  0.001440
         의식장애,기타이물질     18  0.001440
           오심,구토,마비     18  0.001440
      어지러움,경련/발작,구토     18  0.001440
           열상,오심,구토     18  0.001440
            호흡곤란,골절     18  0.001440
       의식장애,전신쇠약,마비     18  0.001440
             실신,비출혈     18  0.001440
       호흡곤란,기도이물,기타     18  0.001440
            절단,압궤손상     18  0.001440
         두통,실신,호흡곤란     18  0.001440
           두통,오심,마비     18  0.001440
          요통,열상,타박상     18  0.001440
         두통,호흡곤란,기침     18  0.001440
         실신,전신쇠약,구토     18  0.001440
   의식장애,호흡곤란,그 밖의출혈     18  0.001440
            기도이물,구토     18  0.001440
         고열,전신쇠약,마비     18  0.001440
         복통,요통,호흡곤란     18  0.001440
       흉통,기타통증,경추통증     18  0.001440
        두통,심정지,호흡정지     18  0.001440
        찰과상,그밖의통증기타     18  0.001440
         흉통,복통,어지러움     18  0.001440
              요통,혈변     18  0.001440
 기타통증,그밖의통증기타,경련/발작     18  0.001440
            두통,배뇨장애     17  0.001360
     의식장애,오심/구토,편마비     17  0.001360
          기타통증,기도이물     17  0.001360
        오심/구토,고열,기침     17  0.001360
         흉통,기타통증,실신     17  0.001360
            골절,압궤손상     17  0.001360
      두통,비출혈,그 밖의출혈     17  0.001360
    호흡곤란,오심/구토,어지러움     17  0.001360
         정신장애,오심/구토     17  0.001360
           골절,탈구,열상     17  0.001360
      요통,기타통증,기타이물질     17  0.001360
        심정지,호흡정지,화상     17  0.001360
        열상,전신쇠약,타박상     17  0.001360
            기타통증,객혈     17  0.001360
         흉통,기타통증,골절     17  0.001360
       실신,그 밖의출혈,기타     17  0.001360
             복통,비출혈     17  0.001360
           복통,실신,열상     17  0.001360
            복통,심계항진     17  0.001360
             비출혈,구토     17  0.001360
    기타이물질,그 밖의출혈,열상     17  0.001360
         기타통증,실신,고열     17  0.001360
     고열,그 밖의출혈,전신쇠약     17  0.001360
          요통,염좌,타박상     17  0.001360
          찰과상,기타,구토     17  0.001360
      전신쇠약,타박상,어지러움     17  0.001360
         토혈,어지러움,구토     17  0.001360
           두통,기침,오심     17  0.001360
      호흡곤란,고열,경련/발작     17  0.001360
         복통,실신,호흡곤란     17  0.001360
       고열,그 밖의출혈,열상     17  0.001360
        기타,경련/발작,오심     17  0.001360
         복통,의식장애,기타     17  0.001360
        복통,가슴불편감,오심     17  0.001360
         두통,전신쇠약,기침     17  0.001360
           고열,열상,기타     17  0.001360
        고열,설사,경련/발작     17  0.001360
         호흡곤란,기침,오심     17  0.001360
         두통,요통,전신쇠약     17  0.001360
             찰과상,마비     17  0.001360
           복통,기타,혈변     17  0.001360
        요통,심정지,호흡정지     17  0.001360
            의식장애,기침     17  0.001360
           골절,열상,기타     16  0.001280
     오심/구토,어지러움,편마비     16  0.001280
          두통,염좌,찰과상     16  0.001280
         실신,설사,어지러움     16  0.001280
        기타출혈,그 밖의출혈     16  0.001280
           두통,흉통,실신     16  0.001280
          비출혈,오심/구토     16  0.001280
         두통,기침,어지러움     16  0.001280
       배뇨장애,전신쇠약,변비     16  0.001280
          요통,골절,찰과상     16  0.001280
     기타통증,심계항진,호흡곤란     16  0.001280
   기타통증,그 밖의출혈,압궤손상     16  0.001280
         고열,찰과상,타박상     16  0.001280
             비출혈,토혈     16  0.001280
      두통,기타통증,기타이물질     16  0.001280
     기타통증,기타이물질,찰과상     16  0.001280
     심정지,호흡정지,기타이물질     16  0.001280
        기타통증,찰과상,오심     16  0.001280
              기침,설사     16  0.001280
        두통,경련/발작,구토     16  0.001280
           흉통,복통,구토     16  0.001280
         기타통증,토혈,기타     16  0.001280
           열상,기타,구토     16  0.001280
             찰과상,오심     16  0.001280
            정신장애,오심     16  0.001280
        기타통증,실신,비출혈     16  0.001280
         복통,기타통증,골절     16  0.001280
           흉통,기타,구토     16  0.001280
         요통,어지러움,구토     16  0.001280
            골절,어지러움     16  0.001280
       기타통증,실신,호흡곤란     16  0.001280
      기타통증,호흡곤란,타박상     16  0.001280
            배뇨장애,설사     16  0.001280
         의식장애,고열,기침     16  0.001280
              객혈,고열     16  0.001280
              열상,마비     16  0.001280
       호흡곤란,기도이물,기침     16  0.001280
      의식장애,경련/발작,마비     16  0.001280
       호흡곤란,배뇨장애,고열     16  0.001280
       흉통,기타통증,전신쇠약     15  0.001200
      기타통증,의식장애,타박상     15  0.001200
           오심/구토,기침     15  0.001200
          그 밖의출혈,설사     15  0.001200
          기타통증,분만진통     15  0.001200
        기타통증,실신,타박상     15  0.001200
    의식장애,오심/구토,어지러움     15  0.001200
              요통,설사     15  0.001200
         의식장애,고열,경련     15  0.001200
           정신장애,타박상     15  0.001200
         흉통,호흡곤란,설사     15  0.001200
         흉통,고열,전신쇠약     15  0.001200
     기타통증,정신장애,전신쇠약     15  0.001200
        고열,기타이물질,기침     15  0.001200
           기타이물질,마비     15  0.001200
            심계항진,구토     15  0.001200
              실신,혈변     15  0.001200
    의식장애,전신쇠약,경련/발작     15  0.001200
         두통,비출혈,타박상     15  0.001200
     의식장애,호흡곤란,저체온증     15  0.001200
        두통,실신,경련/발작     15  0.001200
     의식장애,호흡곤란,어지러움     15  0.001200
           두통,흉통,고열     15  0.001200
           기침,경련/발작     15  0.001200
         전신쇠약,기침,오심     15  0.001200
         고열,전신쇠약,혈변     15  0.001200
         복통,배뇨장애,구토     15  0.001200
         흉통,호흡곤란,객혈     15  0.001200
       기타통증,호흡곤란,열상     15  0.001200
        비출혈,기타,어지러움     15  0.001200
         두통,비출혈,찰과상     15  0.001200
            변비,어지러움     15  0.001200
      심정지,호흡정지,어지러움     15  0.001200
         두통,의식장애,마비     15  0.001200
         골절,그밖의통증기타     15  0.001200
           복통,설사,변비     14  0.001120
      기타통증,의식장애,비출혈     14  0.001120
        두통,찰과상,전신쇠약     14  0.001120
       복통,심계항진,호흡곤란     14  0.001120
       의식장애,전신쇠약,설사     14  0.001120
       복통,기타통증,기타출혈     14  0.001120
        심정지,호흡정지,객혈     14  0.001120
        두통,전신쇠약,타박상     14  0.001120
              발작,기타     14  0.001120
         의식장애,고열,설사     14  0.001120
         복통,기타출혈,설사     14  0.001120
          복통,찰과상,기타     14  0.001120
      요통,오심/구토,전신쇠약     14  0.001120
              고열,골절     14  0.001120
     기타통증,오심/구토,타박상     14  0.001120
              복통,객혈     14  0.001120
      의식장애,오심/구토,경련     14  0.001120
              기타,절단     14  0.001120
           요통,기타,기침     14  0.001120
         복통,기타출혈,기타     14  0.001120
        흉통,기타통증,타박상     14  0.001120
           객혈,고열,기침     14  0.001120
          복통,열상,찰과상     14  0.001120
         복통,의식장애,고열     14  0.001120
       복통,요통,그 밖의출혈     14  0.001120
      두통,전신쇠약,가슴불편감     14  0.001120
         두통,의식장애,열상     14  0.001120
         정신장애,경련/발작     14  0.001120
          그 밖의출혈,구토     14  0.001120
        흉통,가슴불편감,오심     14  0.001120
          비출혈,골절,열상     14  0.001120
         열상,어지러움,구토     14  0.001120
          골절,기타,타박상     14  0.001120
        정신장애,그 밖의출혈     14  0.001120
          타박상,가슴불편감     14  0.001120
         두통,심계항진,고열     14  0.001120
       기타통증,설사,어지러움     14  0.001120
           요통,경련/발작     14  0.001120
       호흡곤란,설사,어지러움     14  0.001120
             요통,비출혈     14  0.001120
        복통,기타,가슴불편감     14  0.001120
         객혈,전신쇠약,기침     14  0.001120
         기타통증,열상,오심     14  0.001120
         복통,변비,어지러움     14  0.001120
           두통,복통,기침     14  0.001120
           실신,열상,오심     14  0.001120
      찰과상,타박상,경련/발작     14  0.001120
         염좌,그밖의통증기타     14  0.001120
         열상,그밖의통증기타     14  0.001120
        고열,전신쇠약,타박상     14  0.001120
      실신,그 밖의출혈,찰과상     14  0.001120
        기타통증,기타,편마비     14  0.001120
         기도이물,기타,기침     14  0.001120
      오심/구토,경련,어지러움     13  0.001040
         복통,전신쇠약,기침     13  0.001040
        두통,비출혈,어지러움     13  0.001040
        오심/구토,열상,기타     13  0.001040
         의식장애,경련,기타     13  0.001040
         객혈,고열,전신쇠약     13  0.001040
            호흡곤란,변비     13  0.001040
      비출혈,그 밖의출혈,골절     13  0.001040
       두통,기타통증,심계항진     13  0.001040
           골절,염좌,열상     13  0.001040
      요통,그 밖의출혈,찰과상     13  0.001040
          오심/구토,타박상     13  0.001040
         심계항진,오심/구토     13  0.001040
         복통,호흡곤란,변비     13  0.001040
      흉통,전신쇠약,가슴불편감     13  0.001040
         정신장애,기타이물질     13  0.001040
         복통,배뇨장애,오심     13  0.001040
           흉통,경련/발작     13  0.001040
          흉통,열상,찰과상     13  0.001040
          두통,찰과상,오심     13  0.001040
         두통,호흡곤란,구토     13  0.001040
       의식장애,비출혈,찰과상     13  0.001040
         두통,심계항진,오심     13  0.001040
           복통,실신,구토     13  0.001040
         토혈,전신쇠약,오심     13  0.001040
       호흡곤란,토혈,전신쇠약     13  0.001040
        기타,기침,가슴불편감     13  0.001040
           두통,요통,실신     13  0.001040
         호흡곤란,기타,마비     13  0.001040
         복통,호흡곤란,토혈     13  0.001040
    그 밖의출혈,열상,경련/발작     13  0.001040
     호흡곤란,그 밖의출혈,기타     13  0.001040
       의식장애,전신쇠약,오심     13  0.001040
         두통,정신장애,기타     13  0.001040
           요통,기타,오심     13  0.001040
        타박상,어지러움,구토     13  0.001040
      실신,전신쇠약,경련/발작     13  0.001040
        고열,기타,가슴불편감     13  0.001040
  기타통증,심계항진,그밖의통증기타     13  0.001040
           기타,변비,구토     13  0.001040
         고열,열상,전신쇠약     13  0.001040
        두통,의식장애,찰과상     13  0.001040
      비출혈,전신쇠약,어지러움     13  0.001040
          의식장애,배뇨장애     13  0.001040
      전신쇠약,어지러움,편마비     12  0.000960
            발작,어지러움     12  0.000960
          어지러움,사지마비     12  0.000960
       복통,토혈,그 밖의출혈     12  0.000960
              복통,경련     12  0.000960
              토혈,설사     12  0.000960
       두통,오심/구토,찰과상     12  0.000960
       두통,정신장애,전신쇠약     12  0.000960
    오심/구토,그 밖의출혈,기타     12  0.000960
          탈구,염좌,타박상     12  0.000960
         복통,요통,기타출혈     12  0.000960
           저체온증,찰과상     12  0.000960
          그 밖의출혈,변비     12  0.000960
           복통,토혈,고열     12  0.000960
         객혈,기타,전신쇠약     12  0.000960
         탈구,찰과상,타박상     12  0.000960
         기타통증,고열,염좌     12  0.000960
          열상,찰과상,구토     12  0.000960
       그 밖의출혈,열상,구토     12  0.000960
         의식장애,기타,오심     12  0.000960
        두통,가슴불편감,오심     12  0.000960
           요통,골절,열상     12  0.000960
           요통,골절,염좌     12  0.000960
       기타통증,호흡곤란,오심     12  0.000960
      고열,어지러움,경련/발작     12  0.000960
        찰과상,어지러움,구토     12  0.000960
         정신장애,가슴불편감     12  0.000960
        기타통증,고열,타박상     12  0.000960
         전신쇠약,기침,구토     12  0.000960
         토혈,설사,어지러움     12  0.000960
         기침,어지러움,구토     12  0.000960
           복통,요통,변비     12  0.000960
           실신,설사,구토     12  0.000960
    그 밖의출혈,찰과상,어지러움     12  0.000960
           실신,설사,오심     12  0.000960
    의식장애,어지러움,경련/발작     12  0.000960
         실신,열상,전신쇠약     12  0.000960
         의식장애,설사,구토     12  0.000960
         복통,의식장애,설사     12  0.000960
        기타,경련/발작,구토     12  0.000960
         설사,어지러움,혈변     12  0.000960
     그 밖의출혈,어지러움,오심     12  0.000960
       의식장애,실신,어지러움     12  0.000960
         실신,어지러움,혈변     12  0.000960
         실신,호흡곤란,고열     12  0.000960
         두통,그밖의통증기타     12  0.000960
       기타통증,고열,경추통증     12  0.000960
       정신장애,호흡곤란,기타     12  0.000960
        흉통,복통,오심/구토     12  0.000960
         어지러움,구토,혈변     12  0.000960
          고열,기타,타박상     12  0.000960
           토혈,기타,오심     12  0.000960
       두통,오심/구토,편마비     12  0.000960
        발작,오심/구토,경련     11  0.000880
      기타통증,오심/구토,염좌     11  0.000880
             경련,찰과상     11  0.000880
           요통,기타이물질     11  0.000880
         두통,기타통증,탈구     11  0.000880
    기타통증,의식장애,오심/구토     11  0.000880
          기타통증,사지마비     11  0.000880
         흉통,복통,전신쇠약     11  0.000880
      오심/구토,경련,전신쇠약     11  0.000880
          두통,비출혈,열상     11  0.000880
          경련,그 밖의출혈     11  0.000880
             비출혈,기침     11  0.000880
          두통,흉통,찰과상     11  0.000880
    기타통증,호흡곤란,오심/구토     11  0.000880
         두통,복통,의식장애     11  0.000880
        요통,오심/구토,기타     11  0.000880
        그 밖의출혈,압궤손상     11  0.000880
            호흡곤란,경련     11  0.000880
           실신,기타,설사     11  0.000880
      요통,오심/구토,어지러움     11  0.000880
             타박상,마비     11  0.000880
              흉통,골절     11  0.000880
          흉통,기타,타박상     11  0.000880
      고열,기타이물질,전신쇠약     11  0.000880
      전신쇠약,경련/발작,구토     11  0.000880
    기타통증,기타이물질,전신쇠약     11  0.000880
              복통,골절     11  0.000880
             비출혈,오심     11  0.000880
       심계항진,호흡곤란,오심     11  0.000880
       배뇨장애,기타,어지러움     11  0.000880
     기타출혈,전신쇠약,어지러움     11  0.000880
              실신,토혈     11  0.000880
         의식장애,토혈,혈변     11  0.000880
       두통,심계항진,전신쇠약     11  0.000880
           호흡곤란,찰과상     11  0.000880
            염좌,전신쇠약     11  0.000880
         요통,실신,어지러움     11  0.000880
       의식장애,고열,어지러움     11  0.000880
    기타통증,어지러움,가슴불편감     11  0.000880
       정신장애,고열,전신쇠약     11  0.000880
         기타통증,설사,오심     11  0.000880
           객혈,고열,기타     11  0.000880
       정신장애,어지러움,오심     11  0.000880
          저체온증,어지러움     11  0.000880
         흉통,실신,전신쇠약     11  0.000880
         찰과상,타박상,오심     11  0.000880
     정신장애,전신쇠약,어지러움     11  0.000880
       그 밖의출혈,기타,절단     11  0.000880
         심계항진,고열,기타     11  0.000880
          흉통,그 밖의출혈     11  0.000880
          고열,찰과상,기타     11  0.000880
         배뇨장애,기타,변비     11  0.000880
          기타,타박상,마비     11  0.000880
         복통,호흡곤란,기침     11  0.000880
         복통,요통,어지러움     11  0.000880
    기타통증,그밖의통증기타,절단     11  0.000880
          기타,타박상,오심     11  0.000880
     심정지,호흡정지,경련/발작     11  0.000880
       그밖의통증기타,전신쇠약     11  0.000880
       기타통증,실신,경추통증     11  0.000880
     기타통증,경추통증,전신쇠약     11  0.000880
       기타통증,배뇨장애,변비     11  0.000880
       오심/구토,기타,편마비     11  0.000880
              요통,변비     11  0.000880
    그 밖의출혈,찰과상,전신쇠약     11  0.000880
     의식장애,심계항진,호흡곤란     11  0.000880
      실신,호흡곤란,가슴불편감     11  0.000880
              발작,열상     10  0.000800
   기타통증,정신장애,그 밖의출혈     10  0.000800
              두통,발작     10  0.000800
     기타통증,심계항진,어지러움     10  0.000800
    심계항진,오심/구토,어지러움     10  0.000800
        두통,오심/구토,열상     10  0.000800
              실신,골절     10  0.000800
     오심/구토,타박상,어지러움     10  0.000800
         오심/구토,배뇨장애     10  0.000800
         토혈,고열,전신쇠약     10  0.000800
     기타통증,경련,그 밖의출혈     10  0.000800
       요통,그 밖의출혈,기타     10  0.000800
     호흡곤란,배뇨장애,전신쇠약     10  0.000800
       정신장애,찰과상,타박상     10  0.000800
      오심/구토,열상,어지러움     10  0.000800
         정신장애,열상,기타     10  0.000800
       기타통증,열상,압궤손상     10  0.000800
            실신,심계항진     10  0.000800
      기타통증,전신쇠약,편마비     10  0.000800
          요통,염좌,찰과상     10  0.000800
            실신,정신장애     10  0.000800
       복통,기타출혈,전신쇠약     10  0.000800
         실신,비출혈,찰과상     10  0.000800
      복통,기타통증,기타이물질     10  0.000800
      기타통증,고열,기타이물질     10  0.000800
       전신쇠약,변비,어지러움     10  0.000800
       그 밖의출혈,열상,오심     10  0.000800
    의식장애,그 밖의출혈,타박상     10  0.000800
             찰과상,화상     10  0.000800
       그 밖의출혈,골절,기타     10  0.000800
      기타통증,기타,경련/발작     10  0.000800
           흉통,설사,구토     10  0.000800
          요통,골절,타박상     10  0.000800
     실신,그 밖의출혈,어지러움     10  0.000800
         의식장애,열상,구토     10  0.000800
      심계항진,고열,가슴불편감     10  0.000800
       호흡곤란,기도이물,고열     10  0.000800
        두통,흉통,가슴불편감     10  0.000800
       기타출혈,어지러움,오심     10  0.000800
         요통,배뇨장애,고열     10  0.000800
       기타통증,골절,전신쇠약     10  0.000800
            복통,분만진통     10  0.000800
        두통,고열,가슴불편감     10  0.000800
       복통,그 밖의출혈,변비     10  0.000800
        복통,고열,경련/발작     10  0.000800
      의식장애,열상,경련/발작     10  0.000800
       기타통증,저체온증,기타     10  0.000800
       열상,찰과상,경련/발작     10  0.000800
           복통,기침,구토     10  0.000800
         호흡곤란,기침,구토     10  0.000800
           요통,가슴불편감     10  0.000800
      복통,어지러움,경련/발작     10  0.000800
         복통,기타출혈,오심     10  0.000800
         흉통,전신쇠약,오심     10  0.000800
     호흡곤란,저체온증,전신쇠약     10  0.000800
         의식장애,고열,마비     10  0.000800
  기타통증,기도이물,그밖의통증기타     10  0.000800
              변비,오심     10  0.000800
     호흡곤란,기도이물,전신쇠약     10  0.000800
     호흡곤란,그 밖의출혈,열상     10  0.000800
      의식장애,찰과상,전신쇠약     10  0.000800
         두통,복통,기타출혈     10  0.000800
           복통,열상,기타     10  0.000800
            실신,기타출혈      9  0.000720
           의식장애,심정지      9  0.000720
        두통,발작,오심/구토      9  0.000720
          호흡곤란,사지마비      9  0.000720
       오심/구토,찰과상,기타      9  0.000720
         두통,경련,어지러움      9  0.000720
         오심/구토,저체온증      9  0.000720
