지표,소방서,기온구간,연령대,건수,관측N,시간당평균건수,구성비
출동수,원주소방서,25 ~ 30,60대,3848,331,11.625377643504532,11.782357083805381
출동수,원주소방서,25 ~ 30,70대,3195,331,9.652567975830816,9.78290823356502
출동수,원주소방서,25 ~ 30,80세 이상,4648,331,14.042296072507552,14.231911571083009
출동수,원주소방서,25 ~ 30,9세 이하,2231,331,6.740181268882175,6.831195076395481
출동수,원주소방서,25 ~ 30,미상,8925,331,26.963746223564954,27.32784224869102
출동수,원주소방서,30 ~ 35,10대,160,38,4.2105263157894735,3.7054191755442334
출동수,원주소방서,30 ~ 35,20대,159,38,4.184210526315789,3.6822603056970817
출동수,원주소방서,30 ~ 35,30대,192,38,5.052631578947368,4.44650301065308
출동수,원주소방서,30 ~ 35,40대,255,38,6.7105263157894735,5.905511811023622
출동수,원주소방서,30 ~ 35,50대,427,38,11.236842105263158,9.888837424733673
출동수,원주소방서,30 ~ 35,60대,500,38,13.157894736842104,11.579434923575729
출동수,원주소방서,30 ~ 35,70대,434,38,11.421052631578947,10.050949513663733
출동수,원주소방서,30 ~ 35,80세 이상,617,38,16.236842105263158,14.289022695692449
출동수,원주소방서,30 ~ 35,9세 이하,75,38,1.9736842105263157,1.7369152385363593
출동수,원주소방서,30 ~ 35,미상,1499,38,39.44736842105263,34.71514590088003
출동수,해운대소방서,-5 ~ 0,10대,9,10,0.9,2.112676056338028
출동수,해운대소방서,-5 ~ 0,20대,29,10,2.9,6.807511737089202
출동수,해운대소방서,-5 ~ 0,30대,20,10,2.0,4.694835680751173
출동수,해운대소방서,-5 ~ 0,40대,23,10,2.3,5.39906103286385
출동수,해운대소방서,-5 ~ 0,50대,39,10,3.9,9.15492957746479
출동수,해운대소방서,-5 ~ 0,60대,57,10,5.7,13.380281690140844
출동수,해운대소방서,-5 ~ 0,70대,86,10,8.6,20.187793427230048
출동수,해운대소방서,-5 ~ 0,80세 이상,71,10,7.1,16.666666666666664
출동수,해운대소방서,-5 ~ 0,9세 이하,8,10,0.8,1.8779342723004695
출동수,해운대소방서,-5 ~ 0,미상,84,10,8.4,19.718309859154928
출동수,해운대소방서,0 ~ 5,10대,460,314,1.464968152866242,3.0211480362537766
출동수,해운대소방서,0 ~ 5,20대,1064,314,3.388535031847134,6.988046762117431
출동수,해운대소방서,0 ~ 5,30대,1018,314,3.2420382165605095,6.685931958492053
출동수,해운대소방서,0 ~ 5,40대,1151,314,3.6656050955414012,7.559437803756731
출동수,해운대소방서,0 ~ 5,50대,1571,314,5.003184713375796,10.317877315118876
출동수,해운대소방서,0 ~ 5,60대,1927,314,6.1369426751592355,12.655983186654407
출동수,해운대소방서,0 ~ 5,70대,1903,314,6.060509554140127,12.498358071719426
출동수,해운대소방서,0 ~ 5,80세 이상,1914,314,6.095541401273885,12.570602916064628
출동수,해운대소방서,0 ~ 5,9세 이하,1227,314,3.9076433121019107,8.058584001050834
출동수,해운대소방서,0 ~ 5,미상,2991,314,9.52547770700637,19.644029948771838
출동수,해운대소방서,5 ~ 10,10대,713,435,1.639080459770115,2.9269293924466337
출동수,해운대소방서,5 ~ 10,20대,1414,435,3.250574712643678,5.804597701149426
출동수,해운대소방서,5 ~ 10,30대,1446,435,3.3241379310344827,5.935960591133005
출동수,해운대소방서,5 ~ 10,40대,1862,435,4.280459770114943,7.643678160919539
출동수,해운대소방서,5 ~ 10,50대,2448,435,5.627586206896551,10.049261083743842
출동수,해운대소방서,5 ~ 10,60대,3004,435,6.905747126436782,12.331691297208538
출동수,해운대소방서,5 ~ 10,70대,3302,435,7.590804597701149,13.555008210180624
출동수,해운대소방서,5 ~ 10,80세 이상,3333,435,7.662068965517242,13.682266009852217
출동수,해운대소방서,5 ~ 10,9세 이하,1300,435,2.9885057471264367,5.336617405582922
출동수,해운대소방서,5 ~ 10,미상,5538,435,12.73103448275862,22.73399014778325
출동수,해운대소방서,10 ~ 15,10대,637,419,1.5202863961813842,2.7322638757827913
출동수,해운대소방서,10 ~ 15,20대,1313,419,3.1336515513126493,5.631809213348203
출동수,해운대소방서,10 ~ 15,30대,1503,419,3.587112171837709,6.44677018100712
출동수,해운대소방서,10 ~ 15,40대,1750,419,4.176610978520286,7.506219438963713
출동수,해운대소방서,10 ~ 15,50대,2432,419,5.804295942720763,10.431500386034143
출동수,해운대소방서,10 ~ 15,60대,2958,419,7.059665871121719,12.687655485974092
출동수,해운대소방서,10 ~ 15,70대,3021,419,7.210023866348449,12.957879385776785
출동수,해운대소방서,10 ~ 15,80세 이상,3068,419,7.322195704057279,13.159474993566098
출동수,해운대소방서,10 ~ 15,9세 이하,1770,419,4.2243436754176615,7.5920048039804415
출동수,해운대소방서,10 ~ 15,미상,4862,419,11.60381861575179,20.854422235566613
출동수,해운대소방서,15 ~ 20,10대,799,472,1.6927966101694916,2.9580541260967754
출동수,해운대소방서,15 ~ 20,20대,1663,472,3.5233050847457625,6.156750953315316
출동수,해운대소방서,15 ~ 20,30대,1762,472,3.733050847457627,6.523268298100773
출동수,해운대소방서,15 ~ 20,40대,2130,472,4.512711864406779,7.885676205990152
출동수,해운대소방서,15 ~ 20,50대,2805,472,5.942796610169491,10.384658102254637
출동수,해운대소방서,15 ~ 20,60대,3346,472,7.088983050847458,12.387545814668098
출동수,해운대소방서,15 ~ 20,70대,3487,472,7.387711864406779,12.909555366332235
출동수,해운대소방서,15 ~ 20,80세 이상,3427,472,7.260593220338983,12.687423642219835
출동수,해운대소방서,15 ~ 20,9세 이하,2031,472,4.302966101694915,7.519158861204694
출동수,해운대소방서,15 ~ 20,미상,5561,472,11.78177966101695,20.58790862981748
출동수,해운대소방서,20 ~ 25,10대,1060,547,1.9378427787934187,3.257228897151461
출동수,해운대소방서,20 ~ 25,20대,2112,547,3.8610603290676417,6.4898749347017795
출동수,해운대소방서,20 ~ 25,30대,2035,547,3.720292504570384,6.253264911040776
출동수,해운대소방서,20 ~ 25,40대,2490,547,4.552102376599635,7.651415050855791
출동수,해운대소방서,20 ~ 25,50대,3302,547,6.036563071297989,10.146575300371815
출동수,해운대소방서,20 ~ 25,60대,4008,547,7.3272394881170015,12.316012660172694
출동수,해운대소방서,20 ~ 25,70대,3988,547,7.290676416819013,12.254555511169837
출동수,해운대소방서,20 ~ 25,80세 이상,4028,547,7.3638025594149905,12.377469809175553
출동수,해운대소방서,20 ~ 25,9세 이하,2308,547,4.219378427787934,7.092154994929785
출동수,해운대소방서,20 ~ 25,미상,7212,547,13.184643510054844,22.16144793043051
출동수,해운대소방서,25 ~ 30,10대,986,368,2.6793478260869565,3.616092712803022
출동수,해운대소방서,25 ~ 30,20대,1845,368,5.013586956521739,6.766420948399164
출동수,해운대소방서,25 ~ 30,30대,1719,368,4.671195652173913,6.3043239080206845
출동수,해운대소방서,25 ~ 30,40대,2032,368,5.521739130434782,7.452231635310082
출동수,해운대소방서,25 ~ 30,50대,2682,368,7.288043478260869,9.836065573770492
출동수,해운대소방서,25 ~ 30,60대,3200,368,8.695652173913043,11.735797850882019
출동수,해운대소방서,25 ~ 30,70대,3402,368,9.244565217391305,12.476620090218946
출동수,해운대소방서,25 ~ 30,80세 이상,3360,368,9.130434782608695,12.32258774342612
출동수,해운대소방서,25 ~ 30,9세 이하,1577,368,4.2853260869565215,5.783547878387794
출동수,해운대소방서,25 ~ 30,미상,6464,368,17.565217391304348,23.70631165878168
출동수,해운대소방서,30 ~ 35,10대,78,27,2.888888888888889,3.3780857514075358
출동수,해운대소방서,30 ~ 35,20대,107,27,3.962962962962963,4.634040710264184
출동수,해운대소방서,30 ~ 35,30대,90,27,3.3333333333333335,3.8977912516240796
출동수,해운대소방서,30 ~ 35,40대,129,27,4.777777777777778,5.5868341273278475
출동수,해운대소방서,30 ~ 35,50대,208,27,7.703703703703703,9.008228670420095
출동수,해운대소방서,30 ~ 35,60대,253,27,9.37037037037037,10.957124296232134
출동수,해운대소방서,30 ~ 35,70대,348,27,12.88888888888889,15.071459506279774
출동수,해운대소방서,30 ~ 35,80세 이상,403,27,14.925925925925926,17.453443048938936
출동수,해운대소방서,30 ~ 35,9세 이하,33,27,1.2222222222222223,1.429190125595496
출동수,해운대소방서,30 ~ 35,미상,660,27,24.444444444444443,28.583802511909916
