지표,소방서,기온구간,연령대,건수,관측N,시간당평균건수,구성비
이송수,강남소방서,-10 ~ -5,10대,83,18,4.611111111111111,6.076134699853587
이송수,강남소방서,-10 ~ -5,20대,157,18,8.722222222222221,11.493411420204978
이송수,강남소방서,-10 ~ -5,30대,144,18,8.0,10.54172767203514
이송수,강남소방서,-10 ~ -5,40대,140,18,7.777777777777778,10.248901903367496
이송수,강남소방서,-10 ~ -5,50대,158,18,8.777777777777779,11.566617862371888
이송수,강남소방서,-10 ~ -5,60대,206,18,11.444444444444445,15.080527086383603
이송수,강남소방서,-10 ~ -5,70대,263,18,14.61111111111111,19.25329428989751
이송수,강남소방서,-10 ~ -5,80세 이상,137,18,7.611111111111111,10.029282576866764
이송수,강남소방서,-10 ~ -5,9세 이하,39,18,2.1666666666666665,2.855051244509517
이송수,강남소방서,-10 ~ -5,미상,39,18,2.1666666666666665,2.855051244509517
이송수,강남소방서,-5 ~ 0,10대,856,295,2.9016949152542373,3.7827566397101067
이송수,강남소방서,-5 ~ 0,20대,2979,295,10.098305084745762,13.164523399178046
이송수,강남소방서,-5 ~ 0,30대,2636,295,8.935593220338983,11.648769278359627
이송수,강남소방서,-5 ~ 0,40대,2380,295,8.067796610169491,10.517477573025763
이송수,강남소방서,-5 ~ 0,50대,2673,295,9.061016949152542,11.812276282646161
이송수,강남소방서,-5 ~ 0,60대,3376,295,11.44406779661017,14.918909364090327
이송수,강남소방서,-5 ~ 0,70대,3464,295,11.742372881355932,15.307790887798841
이송수,강남소방서,-5 ~ 0,80세 이상,2809,295,9.522033898305084,12.413275001104777
이송수,강남소방서,-5 ~ 0,9세 이하,552,295,1.8711864406779661,2.439347739626143
이송수,강남소방서,-5 ~ 0,미상,904,295,3.064406779661017,3.994873834460206
이송수,강남소방서,0 ~ 5,10대,1219,335,3.638805970149254,3.9699081612714124
이송수,강남소방서,0 ~ 5,20대,3535,335,10.552238805970148,11.512407998436787
이송수,강남소방서,0 ~ 5,30대,3377,335,10.080597014925374,10.997850582947958
이송수,강남소방서,0 ~ 5,40대,3094,335,9.235820895522387,10.076206604572397
이송수,강남소방서,0 ~ 5,50대,3668,335,10.949253731343283,11.94554810134827
이송수,강남소방서,0 ~ 5,60대,4474,335,13.355223880597014,14.57044225884192
이송수,강남소방서,0 ~ 5,70대,5055,335,15.08955223880597,16.46258060313945
이송수,강남소방서,0 ~ 5,80세 이상,4019,335,11.997014925373135,13.088647169934214
이송수,강남소방서,0 ~ 5,9세 이하,638,335,1.9044776119402984,2.0777698169738814
이송수,강남소방서,0 ~ 5,미상,1627,335,4.856716417910448,5.298638702533707
이송수,강남소방서,5 ~ 10,10대,1030,303,3.3993399339933994,4.052246439531041
이송수,강남소방서,5 ~ 10,20대,3337,303,11.013201320132014,13.128491620111731
이송수,강남소방서,5 ~ 10,30대,3202,303,10.567656765676567,12.59737194114407
이송수,강남소방서,5 ~ 10,40대,2685,303,8.861386138613861,10.56338028169014
이송수,강남소방서,5 ~ 10,50대,2898,303,9.564356435643564,11.401369108505783
이송수,강남소방서,5 ~ 10,60대,3488,303,11.511551155115512,13.722558816586671
이송수,강남소방서,5 ~ 10,70대,3871,303,12.775577557755776,15.229365016917146
이송수,강남소방서,5 ~ 10,80세 이상,2981,303,9.838283828382838,11.72790935557479
이송수,강남소방서,5 ~ 10,9세 이하,617,303,2.036303630363036,2.4274136438744196
이송수,강남소방서,5 ~ 10,미상,1309,303,4.32013201320132,5.149893776064206
이송수,강남소방서,10 ~ 15,10대,1348,358,3.7653631284916202,4.375770953710316
이송수,강남소방서,10 ~ 15,20대,3961,358,11.064245810055866,12.857884827630981
이송수,강남소방서,10 ~ 15,30대,3513,358,9.812849162011172,11.403622670908264
이송수,강남소방서,10 ~ 15,40대,3221,358,8.997206703910615,10.455755372330065
이송수,강남소방서,10 ~ 15,50대,3452,358,9.64245810055866,11.205609296890216
이송수,강남소방서,10 ~ 15,60대,4388,358,12.256983240223464,14.24397844575732
이송수,강남소방서,10 ~ 15,70대,5046,358,14.094972067039107,16.379925988443812
이송수,강남소방서,10 ~ 15,80세 이상,3729,358,10.416201117318435,12.10478478218529
이송수,강남소방서,10 ~ 15,9세 이하,900,358,2.5139664804469275,2.9215087969876
이송수,강남소방서,10 ~ 15,미상,1248,358,3.4860335195530725,4.051158865156138
이송수,강남소방서,15 ~ 20,10대,1485,333,4.45945945945946,4.707262180239009
이송수,강남소방서,15 ~ 20,20대,3876,333,11.63963963963964,12.286429771452118
이송수,강남소방서,15 ~ 20,30대,3716,333,11.15915915915916,11.779250007924684
이송수,강남소방서,15 ~ 20,40대,3492,333,10.486486486486486,11.069198338986276
이송수,강남소방서,15 ~ 20,50대,3801,333,11.414414414414415,12.048689257298633
이송수,강남소방서,15 ~ 20,60대,4435,333,13.318318318318319,14.058389070276094
이송수,강남소방서,15 ~ 20,70대,4798,333,14.408408408408409,15.209053158778966
이송수,강남소방서,15 ~ 20,80세 이상,3819,333,11.468468468468469,12.10574698069547
이송수,강남소방서,15 ~ 20,9세 이하,938,333,2.8168168168168166,2.973341363679589
이송수,강남소방서,15 ~ 20,미상,1187,333,3.5645645645645647,3.762639870669161
이송수,강남소방서,20 ~ 25,10대,1901,433,4.390300230946882,4.612398398641272
이송수,강남소방서,20 ~ 25,20대,5727,433,13.226327944572748,13.895426422419021
이송수,강남소방서,20 ~ 25,30대,5102,433,11.782909930715935,12.378988232439646
이송수,강남소방서,20 ~ 25,40대,4192,433,9.681293302540416,10.171054227829673
이송수,강남소방서,20 ~ 25,50대,4840,433,11.177829099307159,11.743297343200291
이송수,강남소방서,20 ~ 25,60대,5712,433,13.191685912240185,13.859031905859517
이송수,강남소방서,20 ~ 25,70대,6209,433,14.339491916859123,15.064903554531117
이송수,강남소방서,20 ~ 25,80세 이상,4666,433,10.775981524249422,11.321120951110032
이송수,강남소방서,20 ~ 25,9세 이하,1178,433,2.720554272517321,2.8581827004731286
이송수,강남소방서,20 ~ 25,미상,1688,433,3.8983833718244805,4.0955962634963
이송수,강남소방서,25 ~ 30,10대,2084,418,4.985645933014354,4.499330713761389
이송수,강남소방서,25 ~ 30,20대,5965,418,14.270334928229666,12.878362623602055
이송수,강남소방서,25 ~ 30,30대,5545,418,13.26555023923445,11.971587719677016
이송수,강남소방서,25 ~ 30,40대,4825,418,11.543062200956937,10.417116455805518
이송수,강남소방서,25 ~ 30,50대,5594,418,13.382775119617225,12.077378125134937
이송수,강남소방서,25 ~ 30,60대,6495,418,15.538277511961722,14.022626192840795
이송수,강남소방서,25 ~ 30,70대,6611,418,15.81578947368421,14.273068785353427
이송수,강남소방서,25 ~ 30,80세 이상,5808,418,13.894736842105264,12.53940152856341
이송수,강남소방서,25 ~ 30,9세 이하,1213,418,2.901913875598086,2.6188522820501747
이송수,강남소방서,25 ~ 30,미상,2178,418,5.2105263157894735,4.702275573211279
이송수,강남소방서,30 ~ 35,10대,308,51,6.03921568627451,4.8734177215189876
이송수,강남소방서,30 ~ 35,20대,740,51,14.509803921568627,11.708860759493671
이송수,강남소방서,30 ~ 35,30대,692,51,13.568627450980392,10.949367088607595
이송수,강남소방서,30 ~ 35,40대,593,51,11.627450980392156,9.382911392405063
이송수,강남소방서,30 ~ 35,50대,779,51,15.27450980392157,12.325949367088608
이송수,강남소방서,30 ~ 35,60대,850,51,16.666666666666668,13.449367088607595
이송수,강남소방서,30 ~ 35,70대,989,51,19.392156862745097,15.64873417721519
이송수,강남소방서,30 ~ 35,80세 이상,896,51,17.568627450980394,14.177215189873419
이송수,강남소방서,30 ~ 35,9세 이하,140,51,2.7450980392156863,2.2151898734177213
이송수,강남소방서,30 ~ 35,미상,333,51,6.529411764705882,5.268987341772152
이송수,강동소방서,-10 ~ -5,10대,28,18,1.5555555555555556,2.341137123745819
이송수,강동소방서,-10 ~ -5,20대,66,18,3.6666666666666665,5.518394648829431
이송수,강동소방서,-10 ~ -5,30대,90,18,5.0,7.5250836120401345
이송수,강동소방서,-10 ~ -5,40대,94,18,5.222222222222222,7.859531772575251
이송수,강동소방서,-10 ~ -5,50대,172,18,9.555555555555555,14.381270903010032
이송수,강동소방서,-10 ~ -5,60대,205,18,11.38888888888889,17.140468227424748
이송수,강동소방서,-10 ~ -5,70대,306,18,17.0,25.585284280936456
이송수,강동소방서,-10 ~ -5,80세 이상,188,18,10.444444444444445,15.719063545150503
이송수,강동소방서,-10 ~ -5,9세 이하,36,18,2.0,3.0100334448160537
이송수,강동소방서,-10 ~ -5,미상,11,18,0.6111111111111112,0.919732441471572
이송수,강동소방서,-5 ~ 0,10대,476,295,1.6135593220338984,2.4426540770770258
이송수,강동소방서,-5 ~ 0,20대,1072,295,3.6338983050847458,5.501103299635655
이송수,강동소방서,-5 ~ 0,30대,1309,295,4.437288135593221,6.717298711961821
이송수,강동소방서,-5 ~ 0,40대,1613,295,5.467796610169492,8.277313080515215
이송수,강동소방서,-5 ~ 0,50대,2691,295,9.122033898305085,13.809206137424951
이송수,강동소방서,-5 ~ 0,60대,3781,295,12.816949152542373,19.402678708882846
이송수,강동소방서,-5 ~ 0,70대,4423,295,14.99322033898305,22.69718273720942
이송수,강동소방서,-5 ~ 0,80세 이상,3227,295,10.938983050847458,16.559757787242777
이송수,강동소방서,-5 ~ 0,9세 이하,542,295,1.8372881355932202,2.7813414070919076
이송수,강동소방서,-5 ~ 0,미상,353,295,1.1966101694915254,1.8114640529583825
이송수,강동소방서,0 ~ 5,10대,639,335,1.9074626865671642,2.4177071509648127
이송수,강동소방서,0 ~ 5,20대,1286,335,3.8388059701492536,4.86568293605751
이송수,강동소방서,0 ~ 5,30대,1526,335,4.555223880597015,5.77374195989406
이송수,강동소방서,0 ~ 5,40대,2056,335,6.137313432835821,7.77903897086644
이송수,강동소방서,0 ~ 5,50대,3401,335,10.15223880597015,12.8679530836171
이송수,강동소방서,0 ~ 5,60대,4978,335,14.859701492537313,18.83465758607643
이송수,강동소방서,0 ~ 5,70대,6071,335,18.122388059701493,22.97010972379871
이송수,강동소방서,0 ~ 5,80세 이상,5001,335,14.928358208955224,18.921679909194097
이송수,강동소방서,0 ~ 5,9세 이하,662,335,1.9761194029850746,2.504729474082482
이송수,강동소방서,0 ~ 5,미상,810,335,2.417910447761194,3.064699205448354
이송수,강동소방서,5 ~ 10,10대,651,303,2.1485148514851486,3.0040145816990447
이송수,강동소방서,5 ~ 10,20대,1169,303,3.8580858085808583,5.394305754233768
이송수,강동소방서,5 ~ 10,30대,1357,303,4.478547854785479,6.26182455816529
이송수,강동소방서,5 ~ 10,40대,1832,303,6.0462046204620465,8.453693876609293
이송수,강동소방서,5 ~ 10,50대,3047,303,10.056105610561056,14.060264870102904
이송수,강동소방서,5 ~ 10,60대,4321,303,14.26072607260726,19.93908910525587
이송수,강동소방서,5 ~ 10,70대,4550,303,15.016501650165017,20.995800839832032
이송수,강동소방서,5 ~ 10,80세 이상,3586,303,11.834983498349835,16.547459738821466
이송수,강동소방서,5 ~ 10,9세 이하,601,303,1.9834983498349834,2.7732914955470442
이송수,강동소방서,5 ~ 10,미상,557,303,1.8382838283828382,2.570255179733284
이송수,강동소방서,10 ~ 15,10대,807,358,2.2541899441340782,3.0580923869794234
이송수,강동소방서,10 ~ 15,20대,1406,358,3.9273743016759775,5.327977566410247
이송수,강동소방서,10 ~ 15,30대,1662,358,4.64245810055866,6.298078744931599
이송수,강동소방서,10 ~ 15,40대,2167,358,6.053072625698324,8.211754897874114
이송수,강동소방서,10 ~ 15,50대,3612,358,10.089385474860336,13.687521315699724
이송수,강동소방서,10 ~ 15,60대,5113,358,14.282122905027933,19.37549736632688
이송수,강동소방서,10 ~ 15,70대,5810,358,16.22905027932961,22.016749403160407
이송수,강동소방서,10 ~ 15,80세 이상,4487,358,12.533519553072626,17.00329682822388
이송수,강동소방서,10 ~ 15,9세 이하,827,358,2.310055865921788,3.133881541551404
이송수,강동소방서,10 ~ 15,미상,498,358,1.3910614525139664,1.887149948842321
이송수,강동소방서,15 ~ 20,10대,922,333,2.7687687687687688,3.465383748026761
이송수,강동소방서,15 ~ 20,20대,1470,333,4.414414414414415,5.525069533188002
이송수,강동소방서,15 ~ 20,30대,1692,333,5.081081081081081,6.359467789220477
이송수,강동소방서,15 ~ 20,40대,2285,333,6.861861861861862,8.588288356009922
이송수,강동소방서,15 ~ 20,50대,3667,333,11.012012012012011,13.782605427347214
이송수,강동소방서,15 ~ 20,60대,5237,333,15.726726726726726,19.683530030820116
이송수,강동소방서,15 ~ 20,70대,5505,333,16.53153153153153,20.690821619183644
이송수,강동소방서,15 ~ 20,80세 이상,4511,333,13.546546546546546,16.954822220551755
이송수,강동소방서,15 ~ 20,9세 이하,821,333,2.4654654654654653,3.0857701270390137
이송수,강동소방서,15 ~ 20,미상,496,333,1.4894894894894894,1.864241148613095
이송수,강동소방서,20 ~ 25,10대,1142,433,2.6374133949191685,3.283685088274196
이송수,강동소방서,20 ~ 25,20대,1962,433,4.531177829099307,5.64149749841854
이송수,강동소방서,20 ~ 25,30대,2328,433,5.3764434180138565,6.693886940019553
이송수,강동소방서,20 ~ 25,40대,2930,433,6.766743648960739,8.424866294784058
이송수,강동소방서,20 ~ 25,50대,4777,433,11.032332563510392,13.735694979584794
이송수,강동소방서,20 ~ 25,60대,6698,433,15.468822170900692,19.25930185749612
이송수,강동소방서,20 ~ 25,70대,7206,433,16.64203233256351,20.71999539939042
이송수,강동소방서,20 ~ 25,80세 이상,6003,433,13.863741339491916,17.260912070849386
이송수,강동소방서,20 ~ 25,9세 이하,1066,433,2.4618937644341803,3.0651561331876476
이송수,강동소방서,20 ~ 25,미상,666,433,1.53810623556582,1.9150037379952844
이송수,강동소방서,25 ~ 30,10대,1214,418,2.9043062200956937,3.164919964544554
이송수,강동소방서,25 ~ 30,20대,1994,418,4.770334928229665,5.1983940768548935
이송수,강동소방서,25 ~ 30,30대,2331,418,5.576555023923445,6.076959174096668
이송수,강동소방서,25 ~ 30,40대,3144,418,7.521531100478469,8.196464883466291
이송수,강동소방서,25 ~ 30,50대,5120,418,12.248803827751196,13.347932634652485
이송수,강동소방서,25 ~ 30,60대,7394,418,17.688995215311003,19.276291777464934
이송수,강동소방서,25 ~ 30,70대,8189,418,19.59090909090909,21.348871161165857
이송수,강동소방서,25 ~ 30,80세 이상,6907,418,16.523923444976077,18.006673966317326
이송수,강동소방서,25 ~ 30,9세 이하,1227,418,2.9354066985645932,3.1988111997497266
이송수,강동소방서,25 ~ 30,미상,838,418,2.0047846889952154,2.184681161687262
이송수,강동소방서,30 ~ 35,10대,186,51,3.6470588235294117,3.5193945127719966
이송수,강동소방서,30 ~ 35,20대,256,51,5.019607843137255,4.843897824030274
이송수,강동소방서,30 ~ 35,30대,328,51,6.431372549019608,6.206244087038789
이송수,강동소방서,30 ~ 35,40대,360,51,7.0588235294117645,6.811731315042574
이송수,강동소방서,30 ~ 35,50대,656,51,12.862745098039216,12.412488174077579
이송수,강동소방서,30 ~ 35,60대,977,51,19.15686274509804,18.48628192999054
이송수,강동소방서,30 ~ 35,70대,1156,51,22.666666666666668,21.873226111636708
이송수,강동소방서,30 ~ 35,80세 이상,1114,51,21.84313725490196,21.07852412488174
이송수,강동소방서,30 ~ 35,9세 이하,133,51,2.607843137254902,2.5165562913907285
이송수,강동소방서,30 ~ 35,미상,119,51,2.3333333333333335,2.251655629139073
이송수,노원소방서,-10 ~ -5,10대,49,18,2.7222222222222223,2.9518072289156625
이송수,노원소방서,-10 ~ -5,20대,76,18,4.222222222222222,4.578313253012048
이송수,노원소방서,-10 ~ -5,30대,62,18,3.4444444444444446,3.734939759036145
이송수,노원소방서,-10 ~ -5,40대,130,18,7.222222222222222,7.83132530120482
이송수,노원소방서,-10 ~ -5,50대,258,18,14.333333333333334,15.542168674698795
이송수,노원소방서,-10 ~ -5,60대,310,18,17.22222222222222,18.67469879518072
이송수,노원소방서,-10 ~ -5,70대,412,18,22.88888888888889,24.819277108433734
이송수,노원소방서,-10 ~ -5,80세 이상,308,18,17.11111111111111,18.55421686746988
이송수,노원소방서,-10 ~ -5,9세 이하,41,18,2.2777777777777777,2.4698795180722892
이송수,노원소방서,-10 ~ -5,미상,14,18,0.7777777777777778,0.8433734939759037
이송수,노원소방서,-5 ~ 0,10대,658,295,2.230508474576271,2.57938063504508
이송수,노원소방서,-5 ~ 0,20대,1290,295,4.372881355932203,5.056840454723638
이송수,노원소방서,-5 ~ 0,30대,1268,295,4.2983050847457624,4.970599764798118
이송수,노원소방서,-5 ~ 0,40대,1830,295,6.203389830508475,7.173657389259114
이송수,노원소방서,-5 ~ 0,50대,3510,295,11.898305084745763,13.759310074480597
이송수,노원소방서,-5 ~ 0,60대,4795,295,16.25423728813559,18.79655037240298
이송수,노원소방서,-5 ~ 0,70대,5885,295,19.949152542372882,23.069384555076443
이송수,노원소방서,-5 ~ 0,80세 이상,5282,295,17.90508474576271,20.70560564484516
이송수,노원소방서,-5 ~ 0,9세 이하,583,295,1.976271186440678,2.2853782830262643
이송수,노원소방서,-5 ~ 0,미상,409,295,1.3864406779661016,1.6032928263426105
이송수,노원소방서,0 ~ 5,10대,932,335,2.782089552238806,2.8655761898905423
이송수,노원소방서,0 ~ 5,20대,1432,335,4.2746268656716415,4.402902472020662
이송수,노원소방서,0 ~ 5,30대,1345,335,4.014925373134329,4.13540769893002
이송수,노원소방서,0 ~ 5,40대,2108,335,6.2925373134328355,6.4813676054605835
이송수,노원소방서,0 ~ 5,50대,4326,335,12.913432835820895,13.300946992989793
이송수,노원소방서,0 ~ 5,60대,6153,335,18.367164179104478,18.918337227893247
이송수,노원소방서,0 ~ 5,70대,7571,335,22.6,23.278194564014264
이송수,노원소방서,0 ~ 5,80세 이상,7313,335,21.829850746268658,22.484934202435124
이송수,노원소방서,0 ~ 5,9세 이하,668,335,1.9940298507462686,2.0538679129258393
이송수,노원소방서,0 ~ 5,미상,676,335,2.017910447761194,2.0784651334399213
이송수,노원소방서,5 ~ 10,10대,842,303,2.778877887788779,3.14308111538318
이송수,노원소방서,5 ~ 10,20대,1323,303,4.366336633663367,4.938594199111575
이송수,노원소방서,5 ~ 10,30대,1258,303,4.151815181518152,4.6959572959050355
이송수,노원소방서,5 ~ 10,40대,2012,303,6.64026402640264,7.510545373100899
이송수,노원소방서,5 ~ 10,50대,3671,303,12.115511551155116,13.703385718018591
이송수,노원소방서,5 ~ 10,60대,5136,303,16.95049504950495,19.172048228750608
이송수,노원소방서,5 ~ 10,70대,6026,303,19.887788778877887,22.49430736496323
이송수,노원소방서,5 ~ 10,80세 이상,5351,303,17.660066006600662,19.97461644704916
이송수,노원소방서,5 ~ 10,9세 이하,611,303,2.0165016501650164,2.280786890141476
이송수,노원소방서,5 ~ 10,미상,559,303,1.844884488448845,2.086677367576244
이송수,노원소방서,10 ~ 15,10대,1023,358,2.857541899441341,3.139096013992451
이송수,노원소방서,10 ~ 15,20대,1421,358,3.96927374301676,4.360366994998312
이송수,노원소방서,10 ~ 15,30대,1492,358,4.167597765363128,4.5782319187455895
이송수,노원소방서,10 ~ 15,40대,2317,358,6.472067039106145,7.109760962287888
이송수,노원소방서,10 ~ 15,50대,4331,358,12.097765363128492,13.28976034858388
이송수,노원소방서,10 ~ 15,60대,5979,358,16.701117318435752,18.346681395562918
이송수,노원소방서,10 ~ 15,70대,7792,358,21.76536312849162,23.90990825125042
이송수,노원소방서,10 ~ 15,80세 이상,6934,358,19.368715083798882,21.277118045966432
이송수,노원소방서,10 ~ 15,9세 이하,815,358,2.276536312849162,2.5008438430145143
이송수,노원소방서,10 ~ 15,미상,485,358,1.3547486033519553,1.4882322255975944
이송수,노원소방서,15 ~ 20,10대,1189,333,3.5705705705705704,3.532697507205039
이송수,노원소방서,15 ~ 20,20대,1601,333,4.807807807807808,4.756811361678106
이송수,노원소방서,15 ~ 20,30대,1525,333,4.57957957957958,4.531003951629676
이송수,노원소방서,15 ~ 20,40대,2358,333,7.081081081081081,7.0059720117657545
이송수,노원소방서,15 ~ 20,50대,4637,333,13.924924924924925,13.77722316308643
이송수,노원소방서,15 ~ 20,60대,6213,333,18.65765765765766,18.459755771459132
이송수,노원소방서,15 ~ 20,70대,7739,333,23.24024024024024,22.993730873221025
이송수,노원소방서,15 ~ 20,80세 이상,7072,333,21.237237237237238,21.011973735032832
이송수,노원소방서,15 ~ 20,9세 이하,846,333,2.5405405405405403,2.513593011854889
이송수,노원소방서,15 ~ 20,미상,477,333,1.4324324324324325,1.4172386130671182
이송수,노원소방서,20 ~ 25,10대,1525,433,3.5219399538106235,3.4661454190058416
이송수,노원소방서,20 ~ 25,20대,2238,433,5.168591224018476,5.086710457531195
이송수,노원소방서,20 ~ 25,30대,2018,433,4.660508083140877,4.586676364297566
이송수,노원소방서,20 ~ 25,40대,3024,433,6.983833718244804,6.873195899720436
이송수,노원소방서,20 ~ 25,50대,6045,433,13.960739030023095,13.739573152714957
이송수,노원소방서,20 ~ 25,60대,8346,433,19.274826789838336,18.96947519149033
이송수,노원소방서,20 ~ 25,70대,9863,433,22.778290993071593,22.4174375525604
이송수,노원소방서,20 ~ 25,80세 이상,9266,433,21.399538106235564,21.06052685410369
이송수,노원소방서,20 ~ 25,9세 이하,1046,433,2.415704387990762,2.3774348251017114
이송수,노원소방서,20 ~ 25,미상,626,433,1.4457274826789839,1.4228242834738731
이송수,노원소방서,25 ~ 30,10대,1681,418,4.021531100478469,3.4911009117152294
이송수,노원소방서,25 ~ 30,20대,2206,418,5.277511961722488,4.58142094660547
이송수,노원소방서,25 ~ 30,30대,2067,418,4.944976076555024,4.292745737367864
이송수,노원소방서,25 ~ 30,40대,3251,418,7.777511961722488,6.751677016053664
이송수,노원소방서,25 ~ 30,50대,6437,418,15.39952153110048,13.368362027787583
이송수,노원소방서,25 ~ 30,60대,8978,418,21.47846889952153,18.645510996656352
이송수,노원소방서,25 ~ 30,70대,11110,418,26.57894736842105,23.07324873834396
이송수,노원소방서,25 ~ 30,80세 이상,10523,418,25.17464114832536,21.854167099333345
이송수,노원소방서,25 ~ 30,9세 이하,1137,418,2.7200956937799043,2.3613216755622934
이송수,노원소방서,25 ~ 30,미상,761,418,1.8205741626794258,1.5804448505742352
이송수,노원소방서,30 ~ 35,10대,219,51,4.294117647058823,3.337905807041609
이송수,노원소방서,30 ~ 35,20대,273,51,5.352941176470588,4.160951074531321
이송수,노원소방서,30 ~ 35,30대,228,51,4.470588235294118,3.475080018289895
이송수,노원소방서,30 ~ 35,40대,384,51,7.529411764705882,5.852766346593507
이송수,노원소방서,30 ~ 35,50대,779,51,15.27450980392157,11.873190062490474
이송수,노원소방서,30 ~ 35,60대,1329,51,26.058823529411764,20.256058527663466
이송수,노원소방서,30 ~ 35,70대,1551,51,30.41176470588235,23.639689071787835
이송수,노원소방서,30 ~ 35,80세 이상,1596,51,31.294117647058822,24.325560128029263
이송수,노원소방서,30 ~ 35,9세 이하,113,51,2.215686274509804,1.72229843011736
이송수,노원소방서,30 ~ 35,미상,89,51,1.7450980392156863,1.356500533455266
이송수,수성소방서,-5 ~ 0,10대,211,145,1.4551724137931035,2.6454363089267803
이송수,수성소방서,-5 ~ 0,20대,429,145,2.9586206896551723,5.37863590772317
이송수,수성소방서,-5 ~ 0,30대,494,145,3.406896551724138,6.19358074222668
이송수,수성소방서,-5 ~ 0,40대,676,145,4.662068965517242,8.47542627883651
이송수,수성소방서,-5 ~ 0,50대,1050,145,7.241379310344827,13.164493480441324
이송수,수성소방서,-5 ~ 0,60대,1517,145,10.462068965517242,19.019558676028083
이송수,수성소방서,-5 ~ 0,70대,1891,145,13.041379310344828,23.7086258776329
이송수,수성소방서,-5 ~ 0,80세 이상,1504,145,10.372413793103448,18.85656970912738
이송수,수성소방서,-5 ~ 0,9세 이하,133,145,0.9172413793103448,1.6675025075225676
이송수,수성소방서,-5 ~ 0,미상,71,145,0.4896551724137931,0.8901705115346038
이송수,수성소방서,0 ~ 5,10대,743,345,2.1536231884057973,3.315188291986436
이송수,수성소방서,0 ~ 5,20대,1146,345,3.3217391304347825,5.1133321434945564
이송수,수성소방서,0 ~ 5,30대,1220,345,3.536231884057971,5.443512404069248
이송수,수성소방서,0 ~ 5,40대,1835,345,5.318840579710145,8.187578083169731
이송수,수성소방서,0 ~ 5,50대,3073,345,8.907246376811594,13.711404604676067
이송수,수성소방서,0 ~ 5,60대,4101,345,11.88695652173913,18.298233089416385
이송수,수성소방서,0 ~ 5,70대,4932,345,14.295652173913043,22.006068177761914
이송수,수성소방서,0 ~ 5,80세 이상,4596,345,13.321739130434782,20.506871318936284
이송수,수성소방서,0 ~ 5,9세 이하,496,345,1.4376811594202898,2.2131001249330717
이송수,수성소방서,0 ~ 5,미상,270,345,0.782608695652174,1.2047117615563092
이송수,수성소방서,5 ~ 10,10대,758,382,1.9842931937172774,3.1321019792570555
이송수,수성소방서,5 ~ 10,20대,1297,382,3.3952879581151834,5.359282674269658
이송수,수성소방서,5 ~ 10,30대,1253,382,3.2801047120418847,5.1774720052890375
이송수,수성소방서,5 ~ 10,40대,2017,382,5.280104712041885,8.334366348497996
이송수,수성소방서,5 ~ 10,50대,3157,382,8.264397905759163,13.04491549935953
이송수,수성소방서,5 ~ 10,60대,4307,382,11.274869109947645,17.79678525680757
이송수,수성소방서,5 ~ 10,70대,5303,382,13.88219895287958,21.912317672823438
이송수,수성소방서,5 ~ 10,80세 이상,5322,382,13.93193717277487,21.990826825337795
이송수,수성소방서,5 ~ 10,9세 이하,475,382,1.243455497382199,1.9627288128589728
이송수,수성소방서,5 ~ 10,미상,312,382,0.8167539267015707,1.2892029254989463
이송수,수성소방서,10 ~ 15,10대,832,363,2.2920110192837466,3.5207989505310824
이송수,수성소방서,10 ~ 15,20대,1254,363,3.4545454545454546,5.306588802843723
이송수,수성소방서,10 ~ 15,30대,1326,363,3.652892561983471,5.611273327408912
이송수,수성소방서,10 ~ 15,40대,2020,363,5.564738292011019,8.548093605856714
이송수,수성소방서,10 ~ 15,50대,3158,363,8.699724517906336,13.363801785789853
이송수,수성소방서,10 ~ 15,60대,4271,363,11.765840220385675,18.073716728026746
이송수,수성소방서,10 ~ 15,70대,5086,363,14.011019283746556,21.52257627692438
이송수,수성소방서,10 ~ 15,80세 이상,4875,363,13.429752066115702,20.62968135076806
이송수,수성소방서,10 ~ 15,9세 이하,560,363,1.5426997245179064,2.3697685243959206
